feature,family,mean_abs_weighted_shap,mean_weighted_shap,importance_fraction
cheap__v5__v5_gast_epair_N_N_signedq,2D descriptors,0.0003160833598836306,-0.00012045273993515726,0.0001295009570266135
single__xtb_q_F_sum,Single-conformer xTB,0.0003155179206608798,3.9896624561138374e-05,0.00012926929370680584
mc3__xtb_mc3_xtb_q_P_mean_mean,Three-conformer xTB,0.00031429278399675915,0.00015134915888026363,0.00012876734899655462
mc3__xtb_mc3_xtb_q_neg_sum_std,Three-conformer xTB,0.00031375819694520415,3.725757417443529e-05,0.00012854832596789566
atom3d__q_vec_y_min,Atom-resolved 3D,0.0003104713937634083,1.863931174282265e-06,0.00012720170602005223
cheap__v3__rd2d_fr_C_O,2D descriptors,0.0003103724087349891,-2.1206753668213213e-05,0.00012716115135144734
atom3d__quad_eig2_max,Atom-resolved 3D,0.0003099102369542234,-1.2157189451023319e-05,0.00012697179722682056
atom3d__charge_cov_eig1_min,Atom-resolved 3D,0.00030863852574633,-5.572553055925116e-05,0.00012645077068956694
cheap__v4__v4_mmffq3d_dipole_per_heavy_atom_min,2D descriptors,0.00030601997664769136,5.7769375180657885e-05,0.00012537793783174196
cheap__v4__v4_gast_q_S_sum,2D descriptors,0.0003057742723827763,1.7332107640922095e-05,0.00012527727154717784
atom3d__mu_difference_lowe,Atom-resolved 3D,0.0003054815686260775,-2.0026104041750964e-05,0.00012515734933225413
mc3__xtb_mc3_xtb_q_F_std_std,Three-conformer xTB,0.00030255059012963224,6.933316358076651e-05,0.00012395651256421348
mc3__xtb_mc3_xtb_q_Br_abs_sum_min,Three-conformer xTB,0.00030249425576027195,-2.9328219945761912e-05,0.0001239334320871256
mc3__xtb_mc3_xtb_qcov_trace_mean,Three-conformer xTB,0.00030131833389337775,-7.887749696953403e-05,0.00012345165092911913
atom3d__charge_min_min,Atom-resolved 3D,0.00030116287572743664,1.9058346704708945e-05,0.00012338795892940615
cheap__v5__v5_mmffq_coulomb_opp_sum,2D descriptors,0.00030040384947225553,0.0001275063808638169,0.00012307698201973757
atom3d__q_vec_y_std,Atom-resolved 3D,0.0003001690291004609,5.178845587350072e-05,0.00012298077492143303
cheap__v5__v5_mmffq_pair_absq_dist_wsum,2D descriptors,0.00029870539130073673,0.00012171942495234499,0.00012238111508526073
mc3__xtb_mc3_xtb_q_N_abs_sum_mean,Three-conformer xTB,0.00029834374346050113,8.442878372385572e-06,0.0001222329461293424
mc3__xtb_mc3_xtb_pair_opposite_q_dist_sum_min,Three-conformer xTB,0.00029608078215166846,5.094080330713748e-05,0.0001213057993940131
mc3__xtb_mc3_xtb_q_Br_sum_max,Three-conformer xTB,0.0002938612808047044,-0.00016742879043985646,0.00012039645842567004
single__xtb_q_F_mean,Single-conformer xTB,0.00029249466830562603,-1.792873551921275e-05,0.000119836550347686
single__xtb_pair_opposite_q_dist_sum,Single-conformer xTB,0.00029217601712473414,9.515244579985569e-05,0.0001197059973413577
mc3__xtb_mc3_xtb_q_std_lowe,Three-conformer xTB,0.0002894502931945748,-6.313555526553648e-05,0.00011858925441102461
atom3d__q_mu_max,Atom-resolved 3D,0.0002891640836689325,5.678457516993541e-06,0.00011847199291553032
cheap__v4__v4_gast3d_pair_opposite_q_dist_mean_min,2D descriptors,0.00028844351180315253,-0.00011627923655344392,0.0001181767709643991
atom3d__pair_C_N_absqdist_std,Atom-resolved 3D,0.0002865103248778826,-2.129513292770633e-05,0.00011738473446799522
atom3d__q_mu_std,Atom-resolved 3D,0.0002858249500296129,-1.392372123590521e-05,0.00011710393291360282
cheap__v4__v4_gast3d_dipole_z_abs_min,2D descriptors,0.00028577417819006793,6.783798331852066e-06,0.00011708313143321646
cheap__v5__v5_gast_epair_C_F_dist_absq,2D descriptors,0.000283829122901224,-9.043250799675283e-06,0.0001162862324080109
cheap__v4__v4_gast3d_pos_neg_center_dist_lowE,2D descriptors,0.0002822424896312644,1.3351844900572257e-05,0.00011563618070334134
mc3__xtb_mc3_xtb_total_energy_eh_max,Three-conformer xTB,0.00028193610489760665,4.791002670104941e-05,0.00011551065332271103
cheap__v3__rd2d_fr_ether,2D descriptors,0.0002792442410160311,-1.2572305190769704e-05,0.00011440778302616094
mc3__xtb_mc3_xtb_q_Br_abs_sum_std,Three-conformer xTB,0.0002773356745965776,-6.754865243531238e-05,0.00011362583367596711
mc3__xtb_mc3_xtb_heavy_q_abs_sum_lowe,Three-conformer xTB,0.00027594014826944795,6.946185511563548e-05,0.00011305407945585993
atom3d__mu_difference_std,Atom-resolved 3D,0.0002756574635209936,9.085219309185016e-06,0.00011293826207947181
atom3d__charge_cov_eig1_mean,Atom-resolved 3D,0.0002720384420028541,2.6649498247129995e-05,0.0001114555305928427
atom3d__mu_difference_min,Atom-resolved 3D,0.00027174985201590504,-7.613171643993604e-06,0.0001113372938102675
atom3d__quad_eig1_lowe,Atom-resolved 3D,0.00027075411470262614,7.6517051648769e-06,0.00011092933517851859
atom3d__q_vec_y_range,Atom-resolved 3D,0.0002704004549067949,3.481112368498237e-05,0.00011078443896494113
atom3d__q_vec_z_std,Atom-resolved 3D,0.00026994306745677674,1.9251117190225537e-05,0.00011059704500490754
atom3d__quad_frobenius_min,Atom-resolved 3D,0.0002677302683729316,-1.0420097634101611e-05,0.00010969044998778593
mc3__xtb_mc3_xtb_q_Si_abs_sum_range,Three-conformer xTB,0.00026474772098076534,-0.00016159249977161535,0.00010846848518139763
atom3d__charge_range_min,Atom-resolved 3D,0.00026473965819011564,8.168519404415107e-05,0.00010846518181514062
cheap__v3__rd2d_SMR_VSA9,2D descriptors,0.0002580249885748714,1.1320759510445217e-05,0.00010571414758919533
cheap__v5__v5_gast_epair_C_F_count,2D descriptors,0.00025515984921641884,1.3681073980149994e-05,0.00010454028545019874
atom3d__mu_difference_mean,Atom-resolved 3D,0.0002546307385586644,-1.4775636241620903e-05,0.00010432350612787882
cheap__v4__v4_mmffq3d_abs_charge_weighted_rg_min,2D descriptors,0.00025423263201383776,-2.455373538948585e-05,0.00010416039985562016
atom3d__charge_range_max,Atom-resolved 3D,0.00025351788638824837,-1.1630007633724843e-05,0.00010386756494466981
cheap__v4__v4_gast3d_dipole_y_abs_min,2D descriptors,0.0002528219088357875,2.2066549858779573e-05,0.00010358241940854953
cheap__v5__v5_mmffq_coulomb_abs_sum,2D descriptors,0.0002523048173557918,-7.15682558162371e-05,0.00010337056440436832
mc3__xtb_mc3_xtb_q_S_abs_sum_range,Three-conformer xTB,0.00025188901642433063,7.662097415579395e-05,0.00010320020865208639
mc3__xtb_mc3_xtb_q_S_sum_lowe,Three-conformer xTB,0.000249848414674325,7.454866459176238e-05,0.00010236416375673598
atom3d__quad_eig3_std,Atom-resolved 3D,0.00024689073823382844,-2.050190047091583e-05,0.00010115238870549512
single__xtb_pair_same_q_dist_sum,Single-conformer xTB,0.000245041259322898,-5.6911034166488985e-05,0.00010039464780747945
atom3d__quad_eig3_range,Atom-resolved 3D,0.00024499393178144236,-5.1159085448925065e-05,0.00010037525747350401
atom3d__quad_eig1_range,Atom-resolved 3D,0.00024450877215996536,1.9058062082032863e-05,0.00010017648511384841
mc3__xtb_mc3_xtb_pair_same_q_dist_sum_min,Three-conformer xTB,0.0002420255959935437,5.372761772069466e-05,9.915911523352421e-05
cheap__v4__v4_mmffq3d_abs_charge_moment2_max,2D descriptors,0.00024134436966962567,-6.578476727095667e-06,9.888001335061716e-05
mc3__xtb_mc3_xtb_q_F_std_mean,Three-conformer xTB,0.0002378762140684042,0.0001364333672495463,9.745909239596538e-05
mc3__xtb_mc3_xtb_pair_same_q_dist_sum_max,Three-conformer xTB,0.00023753575250083075,-2.4527816714492504e-05,9.731960356350113e-05
atom3d__q_vec_z_range,Atom-resolved 3D,0.00023746782545842375,9.331085208220417e-06,9.729177350942005e-05
mc3__xtb_mc3_xtb_q_std_mean,Three-conformer xTB,0.00023701440379213104,-3.807140789394544e-05,9.710600435110964e-05
cheap__v4__v4_mmffq3d_qcov_trace_min,2D descriptors,0.0002351990051652996,-1.5878326518181558e-05,9.63622263184855e-05
mc3__xtb_mc3_xtb_total_energy_eh_min,Three-conformer xTB,0.00023421835633329237,-1.7749777551504102e-05,9.596044951410478e-05
mc3__xtb_mc3_xtb_q_abs_sum_min,Three-conformer xTB,0.00023316668798207532,1.9891961493017745e-05,9.552957565219902e-05
cheap__v5__v5_mmffq_epair_N_N_absq,2D descriptors,0.0002274768662434534,3.3998063828941876e-05,9.319842680357364e-05
mc3__xtb_mc3_xtb_q_P_sum_mean,Three-conformer xTB,0.00022729141273486944,6.424988029080923e-05,9.312244555971946e-05
atom3d__q_mu_range,Atom-resolved 3D,0.00022333366208674563,-2.899676807519953e-05,9.15009350291005e-05
atom3d__charge_abs_rg_max,Atom-resolved 3D,0.0002224480661245195,3.988862660870244e-05,9.113810186797043e-05
cheap__v4__v4_mmffq_q_abs_sum,2D descriptors,0.00022244625732241674,-7.940022692494954e-05,9.11373607925672e-05
mc3__xtb_mc3_xtb_q_std_min,Three-conformer xTB,0.0002223154277553214,-2.4567847796249687e-06,9.108375925481949e-05
atom3d__charge_abs_rg_mean,Atom-resolved 3D,0.00022220357955725839,-0.00015115346571632893,9.103793448031636e-05
cheap__v5__v5_gast_epair_F_F_dist_absq,2D descriptors,0.0002205911935509237,3.186907988766158e-05,9.037733174882953e-05
atom3d__pair_N_O_absqdist_mean,Atom-resolved 3D,0.0002205861851354827,-4.3180072133232116e-05,9.037527977559995e-05
cheap__v3__rd2d_fr_alkyl_halide,2D descriptors,0.00021866301510778516,-2.8337974443674673e-05,8.958734725297863e-05
mc3__xtb_mc3_xtb_q_P_abs_sum_mean,Three-conformer xTB,0.00021830679601924835,8.470831985520632e-05,8.944140248418837e-05
atom3d__charge_range_boltz,Atom-resolved 3D,0.00021777698983705508,-3.978018758171258e-06,8.922433820197527e-05
mc3__xtb_mc3_xtb_q_P_abs_sum_min,Three-conformer xTB,0.00021737924363050403,9.82542513940636e-05,8.906137956213726e-05
mc3__xtb_mc3_xtb_q_S_mean_std,Three-conformer xTB,0.00021507366296033892,3.7505545449742463e-06,8.811677145812834e-05
atom3d__quad_frobenius_range,Atom-resolved 3D,0.00021476777215398654,8.835378606419703e-06,8.799144644202229e-05
mc3__xtb_mc3_xtb_q_Si_abs_sum_std,Three-conformer xTB,0.00021415126716219725,-0.00013464301591619053,8.77388612174227e-05
cheap__v5__v5_mmffq_pair_same_abs_qprod_sum,2D descriptors,0.00021302438083128678,0.00017188984286823432,8.72771701674198e-05
cheap__v4__v4_gast3d_abs_charge_moment3_min,2D descriptors,0.00021194745829428586,1.1039408947159526e-05,8.68359495374047e-05
single__xtb_q_F_std,Single-conformer xTB,0.00021139775404848679,4.179637808827308e-05,8.661073291752702e-05
atom3d__charge_range_lowe,Atom-resolved 3D,0.00020877172111216026,-7.993205723291729e-05,8.553483389341231e-05
cheap__v4__v4_mmffq3d_pos_neg_center_dist_mean,2D descriptors,0.00020676838696938196,-1.947271616781394e-05,8.471405772591842e-05
atom3d__pair_C_N_same_absqdist_range,Atom-resolved 3D,0.00020559206037216963,1.332556941041157e-07,8.423211074784612e-05
cheap__v3__hba,2D descriptors,0.00020542442085719553,-4.784999083557449e-05,8.416342798760015e-05
mc3__xtb_mc3_xtb_q_abs_sum_lowe,Three-conformer xTB,0.00020265873999072918,0.0001078123969260728,8.303031449763522e-05
cheap__v5__v5_mmffq_epair_F_F_dist_absq,2D descriptors,0.00020237847023997588,4.890112700245651e-05,8.291548655806406e-05
mc3__xtb_mc3_xtb_q_F_mean_min,Three-conformer xTB,0.00020144431914890073,1.3278354627204832e-05,8.25327601141721e-05
mc3__xtb_mc3_xtb_q_abs_sum_mean,Three-conformer xTB,0.000201040574057016,-1.8150285348608617e-05,8.236734370056171e-05
cheap__v4__v4_mmffq3d_dipole_z_abs_mean,2D descriptors,0.00019802595619023076,0.0001206131787545757,8.113223945792791e-05
cheap__v4__v4_mmffq3d_abs_charge_moment1_lowE,2D descriptors,0.0001977952011600273,-2.1498676986219137e-07,8.103769795070952e-05
mc3__xtb_mc3_xtb_q_abs_sum_max,Three-conformer xTB,0.00019775905732349487,-7.067175054068848e-05,8.102288963741114e-05
mc3__xtb_mc3_xtb_pair_abs_q_dist_sum_mean,Three-conformer xTB,0.00019607193914323462,-1.1363524924090892e-05,8.033166875491629e-05
cheap__v3__count_N,2D descriptors,0.00019499627760159545,-5.794152931222555e-06,7.989096476110187e-05
mc3__xtb_mc3_xtb_abs_charge_weighted_rg_lowe,Three-conformer xTB,0.00019337497668591922,7.252507675115974e-06,7.922670954600452e-05
mc3__xtb_mc3_xtb_pair_same_q_dist_sum_mean,Three-conformer xTB,0.00019092861382112743,-4.679211542846102e-06,7.822442226222741e-05
cheap__v4__v4_gast3d_abs_charge_moment2_max,2D descriptors,0.00019000023149837937,4.503596108893008e-05,7.784405931200211e-05
mc3__xtb_mc3_xtb_q_S_sum_range,Three-conformer xTB,0.00018888541078850954,6.51551645110376e-05,7.73873116081863e-05
mc3__xtb_mc3_xtb_q_pos_sum_range,Three-conformer xTB,0.00018872709010712282,2.5833646029258606e-06,7.732244682136477e-05
cheap__v4__v4_mmffq3d_pair_abs_q_dist_sum_max,2D descriptors,0.00018786911030894485,-5.59279880901226e-06,7.697092814282867e-05
mc3__xtb_mc3_xtb_q_S_abs_sum_max,Three-conformer xTB,0.0001847080117815191,-7.908119179690081e-05,7.567581002997462e-05
mc3__xtb_mc3_xtb_q_Cl_mean_lowe,Three-conformer xTB,0.00018446690650002388,-9.190056889738101e-05,7.55770279722627e-05
cheap__v4__v4_gast3d_qcov_eig2_lowE,2D descriptors,0.0001833688124371395,-1.5181900287836172e-05,7.512713326062358e-05
atom3d__charge_abs_rg_min,Atom-resolved 3D,0.00018285483227094238,1.2520758522520865e-05,7.491655297749913e-05
cheap__v4__v4_gast3d_dipole_per_heavy_atom_min,2D descriptors,0.00018174667206186096,4.2240568895194296e-07,7.446253411466594e-05
mc3__xtb_mc3_xtb_q_neg_sum_mean,Three-conformer xTB,0.00018139935116936128,-0.00010405215435415106,7.432023498196056e-05
cheap__v4__v4_mmffq3d_dipole_per_heavy_atom_mean,2D descriptors,0.00018083019629834733,6.385242236442024e-06,7.408704934219831e-05
cheap__v4__v4_gast3d_qcov_trace_mean,2D descriptors,0.00017859832268657367,5.717466251172518e-05,7.317263939415947e-05
mc3__xtb_mc3_xtb_pair_same_q_dist_sum_lowe,Three-conformer xTB,0.0001772762812560949,2.210975599721799e-05,7.263099230922951e-05
atom3d__charge_range_mean,Atom-resolved 3D,0.0001769065462310506,-3.3559291066341915e-05,7.24795099926434e-05
mc3__xtb_mc3_xtb_pair_opposite_q_dist_sum_lowe,Three-conformer xTB,0.00017622649971690303,-6.949245382058467e-05,7.220089148378818e-05
cheap__v4__v4_gast3d_dipole_norm_min,2D descriptors,0.00017421572257177815,7.962780026311184e-06,7.137706588045119e-05
cheap__v4__v4_mmffq3d_abs_charge_moment3_mean,2D descriptors,0.00017285395393224322,1.8809228789848607e-05,7.08191423563102e-05
mc3__xtb_mc3_xtb_pair_abs_q_dist_sum_max,Three-conformer xTB,0.000172270200406837,-4.5277960833871444e-05,7.057997557373867e-05
mc3__xtb_mc3_xtb_q_S_abs_sum_std,Three-conformer xTB,0.00017175393441264052,4.079302023416141e-05,7.03684587752797e-05
mc3__xtb_mc3_xtb_q_Cl_abs_sum_range,Three-conformer xTB,0.00016934704755339458,-5.229540418145717e-05,6.938234501136032e-05
atom3d__charge_abs_rg_lowe,Atom-resolved 3D,0.0001688668669802648,3.804348265354622e-05,6.91856125930869e-05
cheap__v5__v5_gast_epair_F_F_signedq,2D descriptors,0.00016847908299018807,1.699634973427109e-05,6.902673552390799e-05
mc3__xtb_mc3_xtb_q_Cl_mean_min,Three-conformer xTB,0.00016673954714493253,1.691068534368419e-05,6.831403885798535e-05
mc3__xtb_mc3_xtb_abs_charge_weighted_rg_max,Three-conformer xTB,0.00016589692385639718,0.00011671021246077875,6.796881181940156e-05
single__xtb_abs_charge_moment2,Single-conformer xTB,0.00016513145211971247,-5.7784913506645485e-05,6.765519416324278e-05
mc3__xtb_mc3_xtb_q_Br_mean_range,Three-conformer xTB,0.00016406363942425757,-5.9732144625976996e-05,6.721770588155188e-05
mc3__xtb_mc3_xtb_q_S_sum_std,Three-conformer xTB,0.00016378001101484668,3.238482445447908e-05,6.71015018824797e-05
mc3__xtb_mc3_xtb_q_pos_sum_std,Three-conformer xTB,0.00016220190665698037,4.541103393088324e-06,6.64549445163887e-05
mc3__xtb_mc3_xtb_q_Br_abs_sum_range,Three-conformer xTB,0.00016213542190070997,-4.322415909912804e-05,6.642770537425902e-05
mc3__xtb_mc3_xtb_pair_abs_q_dist_sum_lowe,Three-conformer xTB,0.0001609400313970772,-7.719527821222513e-05,6.593794781695527e-05
mc3__xtb_mc3_xtb_q_S_mean_range,Three-conformer xTB,0.0001604449645804106,4.458916204838426e-05,6.573511642914021e-05
single__xtb_q_P_abs_sum,Single-conformer xTB,0.0001603577755014588,0.0001228002581970753,6.569939462090999e-05
atom3d__pair_C_N_count_lowe,Atom-resolved 3D,0.00015824154504857736,-7.145468334451158e-05,6.483236426208975e-05
mc3__xtb_mc3_xtb_q_S_std_std,Three-conformer xTB,0.00015718769842570305,-3.2916385651066326e-05,6.440059795122881e-05
single__xtb_q_S_abs_sum,Single-conformer xTB,0.00015707206639918768,-5.37211257175697e-05,6.43532229230015e-05
mc3__xtb_mc3_xtb_q_F_mean_lowe,Three-conformer xTB,0.0001569934536276747,1.1302837936867518e-05,6.432101487146347e-05
mc3__xtb_mc3_xtb_q_P_abs_sum_lowe,Three-conformer xTB,0.00015680284864594388,-0.00014683986903233674,6.424292304291145e-05
mc3__xtb_mc3_xtb_q_F_mean_mean,Three-conformer xTB,0.00015575991784581216,-1.766346219561033e-05,6.381562900003835e-05
cheap__v4__v4_mmffq3d_dipole_heavy_norm_mean,2D descriptors,0.00015546816589061862,1.0712191464760927e-06,6.36960967430228e-05
mc3__xtb_mc3_xtb_q_F_abs_sum_std,Three-conformer xTB,0.00015467538253300335,-2.5233599590616832e-05,6.337128937713125e-05
cheap__v5__v5_gast_epair_C_N_count,2D descriptors,0.00015457939983914222,9.743785248629133e-06,6.333196478023509e-05
cheap__v4__v4_mmffq_q_neg_sum,2D descriptors,0.0001542597745812621,8.163945195039024e-06,6.320101268962015e-05
mc3__xtb_mc3_xtb_q_Br_sum_min,Three-conformer xTB,0.00015406293421996373,0.00014486877588211033,6.312036619440766e-05
atom3d__pair_N_O_absqdist_lowe,Atom-resolved 3D,0.00015098048211063076,-1.776935488026067e-05,6.185746991826619e-05
mc3__xtb_mc3_xtb_q_F_sum_mean,Three-conformer xTB,0.00014836392153496294,-1.839463132281108e-05,6.0785451768396355e-05
mc3__xtb_mc3_xtb_q_Cl_sum_max,Three-conformer xTB,0.0001472816775146428,6.777973596931277e-05,6.034205089965279e-05
mc3__xtb_mc3_xtb_q_Br_mean_mean,Three-conformer xTB,0.00014619294694266882,0.00011549519399176353,5.989599245777002e-05
mc3__xtb_mc3_xtb_q_neg_sum_max,Three-conformer xTB,0.00014438728415645436,1.7109898045740702e-05,5.915620324846712e-05
mc3__xtb_mc3_xtb_q_F_std_lowe,Three-conformer xTB,0.00014405473019205478,-7.662588644690293e-05,5.901995420116329e-05
cheap__v4__v4_mmffq3d_pair_same_q_dist_sum_min,2D descriptors,0.00014358207355111041,-8.930588865588442e-05,5.882630437609874e-05
cheap__v4__v4_mmffq3d_pair_abs_q_dist2_sum_min,2D descriptors,0.00014320209758501054,4.1785999153134165e-05,5.867062629397774e-05
atom3d__pair_N_O_same_absqdist_mean,Atom-resolved 3D,0.00013951670075228246,1.743382696901424e-05,5.716070050403155e-05
cheap__v5__v5_mmffq_pair_opp_dist_wsum,2D descriptors,0.00013947983931542917,-6.982092355175785e-05,5.714559818623907e-05
cheap__v4__v4_gast3d_signed_charge_second_moment_mean,2D descriptors,0.00013872702119796052,2.106279204632275e-05,5.683716478210461e-05
mc3__xtb_mc3_xtb_q_P_sum_min,Three-conformer xTB,0.00013835861091610177,-9.295041740372746e-05,5.6686225219526194e-05
cheap__v4__v4_mmffq3d_signed_charge_second_moment_max,2D descriptors,0.00013567723991247515,-1.8283858199683326e-05,5.558765390833507e-05
cheap__v4__v4_mmffq3d_abs_signed_charge_second_moment_min,2D descriptors,0.00013328261472161628,-1.3964778873223093e-05,5.4606563812195775e-05
mc3__xtb_mc3_xtb_q_F_abs_sum_range,Three-conformer xTB,0.00013301211193448092,-3.147581837409907e-05,5.449573744719734e-05
cheap__v4__v4_mmffq3d_dipole_per_abs_charge_lowE,2D descriptors,0.0001321962339456885,-1.9962039662992376e-05,5.416146809368102e-05
cheap__v3__rd2d_NHOHCount,2D descriptors,0.0001306461124087428,1.7623957294198725e-05,5.35263754313658e-05
mc3__xtb_mc3_xtb_q_P_abs_sum_std,Three-conformer xTB,0.00012963636559511481,1.7108003394128307e-05,5.311267703620973e-05
mc3__xtb_mc3_xtb_q_F_abs_sum_max,Three-conformer xTB,0.00012959724664247864,-1.2636721867876934e-06,5.309664980274155e-05
atom3d__pair_N_O_same_absqdist_lowe,Atom-resolved 3D,0.00012890873159140606,-6.618567420262849e-05,5.2814561691320706e-05
cheap__v4__v4_mmffq3d_dipole_y_abs_mean,2D descriptors,0.0001267559415975982,2.969254066078892e-06,5.193255270300169e-05
cheap__v4__v4_mmffq3d_pair_abs_q_dist_sum_min,2D descriptors,0.00012585334977492792,-2.787360062525203e-05,5.156275625157436e-05
cheap__v4__v4_mmffq3d_abs_charge_moment3_lowE,2D descriptors,0.0001247632681884755,-1.9310014140511966e-05,5.111614429220184e-05
single__xtb_q_Si_sum,Single-conformer xTB,0.0001238214414666861,-4.669603142074272e-05,5.073027310344369e-05
cheap__v5__v5_gast_epair_N_O_count,2D descriptors,0.00012337180517819516,-1.1949246513895853e-05,5.054605483363377e-05
cheap__v4__v4_mmffq3d_pos_neg_center_dist_lowE,2D descriptors,0.00012319381953462542,-2.1132037609204684e-05,5.047313321198382e-05
mc3__xtb_mc3_xtb_pair_opposite_q_dist_sum_mean,Three-conformer xTB,0.00012161662111096939,-6.083077273323997e-06,4.98269470117374e-05
atom3d__charge_abs_rg_boltz,Atom-resolved 3D,0.00012160035141122565,-2.95279842252743e-05,4.9820281233165175e-05
cheap__v4__v4_gast3d_abs_signed_charge_second_moment_lowE,2D descriptors,0.00012079228361915852,1.9735974904067635e-06,4.948921175689283e-05
mc3__xtb_mc3_xtb_q_Cl_abs_sum_max,Three-conformer xTB,0.00012073726492572953,8.604973589126919e-05,4.946667031891258e-05
atom3d__charge_cov_trace_boltz,Atom-resolved 3D,0.00012053539641089744,1.987416903278065e-05,4.938396376367373e-05
cheap__v4__v4_mmffq3d_dipole_per_abs_charge_max,2D descriptors,0.00012035426364290622,-2.841438347706953e-05,4.9309752749173065e-05
cheap__v4__v4_mmffq3d_abs_charge_moment2_mean,2D descriptors,0.00012001477918108411,-2.9310914343625616e-05,4.917066424189507e-05
cheap__v4__v4_gast3d_dipole_per_abs_charge_mean,2D descriptors,0.00011839031700630005,-1.103810960841718e-05,4.850511384289424e-05
mc3__xtb_mc3_xtb_q_Br_sum_std,Three-conformer xTB,0.00011669366413386772,-6.271159536768597e-05,4.7809986548617094e-05
single__xtb_q_Cl_sum,Single-conformer xTB,0.00011667692087155275,-9.590627117136155e-07,4.780312674905557e-05
mc3__xtb_mc3_xtb_q_S_abs_sum_mean,Three-conformer xTB,0.000115666992307447,-4.055618174193703e-05,4.738935388980616e-05
cheap__v4__v4_gast3d_pair_opposite_q_dist_mean_max,2D descriptors,0.00011258314612168047,-9.062869449758384e-06,4.612588645347334e-05
single__xtb_q_Cl_abs_sum,Single-conformer xTB,0.00011186561204973712,-8.375971859056219e-05,4.5831909101897225e-05
mc3__xtb_mc3_xtb_q_Cl_abs_sum_min,Three-conformer xTB,0.00011103205746714503,6.381970496539408e-05,4.5490397558172384e-05
mc3__xtb_mc3_xtb_n_atoms_min,Three-conformer xTB,0.00011084546857091669,-3.696493264090412e-05,4.541395114023692e-05
cheap__v4__v4_gast3d_dipole_x_abs_min,2D descriptors,0.00010442983562055619,-2.844582579395178e-07,4.278543375384543e-05
mc3__xtb_mc3_xtb_q_F_std_max,Three-conformer xTB,0.00010318964295423504,-3.7259001997321494e-05,4.2277320523066356e-05
single__xtb_q_neg_sum,Single-conformer xTB,0.00010295819807081748,-1.4714514733335748e-05,4.2182496379484354e-05
mc3__xtb_mc3_xtb_q_F_mean_std,Three-conformer xTB,0.0001027802406942399,5.836722676501649e-06,4.2109586338964584e-05
cheap__v4__v4_mmffq_q_pos_sum,2D descriptors,0.00010256252314424992,-4.978778483043735e-05,4.2020386353569675e-05
mc3__xtb_mc3_xtb_q_Br_mean_min,Three-conformer xTB,0.00010234344997440544,-1.0434722834419556e-05,4.193063096383907e-05
mc3__xtb_mc3_xtb_q_P_sum_lowe,Three-conformer xTB,0.00010149839770350263,4.159259091521286e-05,4.158440875884949e-05
single__xtb_q_Br_sum,Single-conformer xTB,0.00010014395802034314,-3.299869681295903e-05,4.102948794533829e-05
mc3__xtb_mc3_xtb_q_F_sum_range,Three-conformer xTB,9.802693910645817e-05,-2.801190339073204e-06,4.016213455004257e-05
atom3d__pair_N_O_count_mean,Atom-resolved 3D,9.774976584387988e-05,-4.968477114516986e-05,4.004857525739492e-05
cheap__v4__v4_gast3d_signed_charge_second_moment_lowE,2D descriptors,9.727488809504369e-05,5.798755970578274e-06,3.9854015433152445e-05
mc3__xtb_mc3_xtb_q_F_std_range,Three-conformer xTB,9.678891877690107e-05,1.0648849858458113e-05,3.965491133666281e-05
mc3__xtb_mc3_xtb_q_F_abs_sum_mean,Three-conformer xTB,9.672343038943675e-05,-5.4887452211365445e-05,3.9628080411890675e-05
atom3d__charge_cov_trace_mean,Atom-resolved 3D,9.497441332918116e-05,-5.68205511171015e-05,3.8911499244054565e-05
cheap__v4__v4_mmffq3d_dipole_x_abs_lowE,2D descriptors,9.494094172396707e-05,-7.300892047286384e-06,3.889778575749192e-05
cheap__v4__v4_mmffq3d_qcov_eig2_mean,2D descriptors,9.199960145791846e-05,-4.384010695971637e-07,3.769270371984703e-05
mc3__xtb_mc3_xtb_q_neg_sum_lowe,Three-conformer xTB,9.180352121939294e-05,-1.2935300184058275e-05,3.761236865079306e-05
mc3__xtb_mc3_xtb_q_S_std_min,Three-conformer xTB,9.122699022433181e-05,3.307943308439794e-05,3.737616097556647e-05
atom3d__charge_cov_trace_max,Atom-resolved 3D,9.092304415677426e-05,1.873735630241867e-05,3.72516327288164e-05
cheap__v4__v4_mmffq3d_abs_charge_weighted_rg_mean,2D descriptors,8.376133248808352e-05,-9.966512444951272e-06,3.431744310432758e-05
mc3__xtb_mc3_xtb_q_F_abs_sum_min,Three-conformer xTB,8.115505075204518e-05,1.2951337540922027e-05,3.3249636247230736e-05
mc3__xtb_mc3_xtb_n_atoms_mean,Three-conformer xTB,7.92558395866548e-05,2.658636662619902e-06,3.247151979211512e-05
mc3__xtb_mc3_xtb_q_pos_sum_min,Three-conformer xTB,7.653163473923309e-05,-3.968225879456034e-05,3.1355399237690705e-05
cheap__v4__v4_mmffq3d_pair_opposite_q_dist_sum_mean,2D descriptors,7.640272305890875e-05,-6.900360605099896e-06,3.1302583467888526e-05
single__xtb_q_pos_sum,Single-conformer xTB,7.624278369021341e-05,-2.3791387296747312e-05,3.123705549665998e-05
mc3__xtb_mc3_xtb_q_S_abs_sum_min,Three-conformer xTB,7.544317320312631e-05,1.476162340945252e-05,3.090945102116839e-05
mc3__xtb_mc3_xtb_q_F_mean_range,Three-conformer xTB,7.474932816277442e-05,-1.5467375355999263e-05,3.062517918608406e-05
