feature,family,mean_abs_weighted_shap,mean_weighted_shap,importance_fraction
single__xtb_q_C_mean,Single-conformer xTB,0.000726289522726883,-8.577298962137408e-05,0.00029756450420598263
single__xtb_q_N_sum,Single-conformer xTB,0.0007260748641833016,-0.0002177141351787914,0.00029747655751104126
cheap__v5__v5_mmffq_rdf_3p5_abs,2D descriptors,0.0007248714172529302,0.00015513611696517843,0.0002969834991948072
mc3__xtb_mc3_xtb_q_O_abs_sum_range,Three-conformer xTB,0.0007241382549774683,-2.0379106060044962e-05,0.0002966831188889186
mc3__xtb_mc3_xtb_qcov_eig3_mean,Three-conformer xTB,0.0007238341115161677,-9.591906260286971e-05,0.00029655850976895
cheap__v5__v5_mmffq_epair_N_O_absq,2D descriptors,0.0007228797765200261,-0.0002012185811544241,0.0002961675138766961
cheap__v5__v5_mmffq_rbin0_abs_qprod,2D descriptors,0.0007203754988729825,0.0003643589634981915,0.00029514149861264706
single__xtb_q_S_mean,Single-conformer xTB,0.0007203065787281103,-0.00012101320566153933,0.0002951132616794449
mc3__xtb_mc3_xtb_q_H_abs_sum_range,Three-conformer xTB,0.0007179246464530622,-9.288255390531666e-05,0.0002941373719353442
single__xtb_full_minus_qonly_dipole_debye,Single-conformer xTB,0.0007170780710878918,8.92533427545845e-06,0.0002937905257109018
mc3__xtb_mc3_xtb_pair_abs_q_dist2_sum_std,Three-conformer xTB,0.0007132836872836873,-1.171024147312477e-05,0.0002922359474055089
atom3d__quad_eig3_mean,Atom-resolved 3D,0.0007132045412106584,0.00017000727866408016,0.00029220352085763273
mc3__xtb_mc3_xtb_q_C_mean_range,Three-conformer xTB,0.0007129293949930586,-4.570495352380826e-05,0.0002920907920556023
mc3__xtb_mc3_xtb_total_energy_eh_mean,Three-conformer xTB,0.0007124573140767276,0.00028892544751886646,0.0002918973781078343
cheap__v5__v5_mmffq_coulomb_signed_d2_sum,2D descriptors,0.0007078181028275426,-0.0002206305274967057,0.0002899966697097735
mc3__xtb_mc3_xtb_qcov_eig3_range,Three-conformer xTB,0.0007010349129659952,-0.0001365379433813606,0.0002872175623910997
mc3__xtb_mc3_xtb_q_H_mean_mean,Three-conformer xTB,0.0006984226307349375,-0.0001332037963638231,0.0002861472971007341
mc3__xtb_mc3_xtb_q_S_mean_max,Three-conformer xTB,0.0006934523946654404,7.60781963817272e-05,0.00028411096615346427
mc3__xtb_mc3_xtb_q_range_max,Three-conformer xTB,0.0006913743822881791,0.0004257592151425877,0.00028325959393422575
mc3__xtb_mc3_xtb_q_H_abs_sum_std,Three-conformer xTB,0.0006902423866444573,3.4983336348466006e-05,0.0002827958095728285
mc3__xtb_mc3_xtb_q_N_std_mean,Three-conformer xTB,0.0006851962482049674,6.337438049466652e-05,0.00028072838103928183
mc3__xtb_mc3_xtb_abs_charge_weighted_rg_std,Three-conformer xTB,0.000683770149466213,0.00012972589800263658,0.00028014410114694224
mc3__xtb_mc3_xtb_q_C_abs_sum_mean,Three-conformer xTB,0.0006822722681046559,0.00024056747664988844,0.00027953041154966203
cheap__v4__v4_gast_q_S_mean,2D descriptors,0.0006791210921542076,-1.354332054590052e-06,0.000278239358766964
mc3__xtb_mc3_xtb_q_C_abs_sum_max,Three-conformer xTB,0.000674695429683414,3.037731120550781e-05,0.00027642614238741287
cheap__v5__v5_mmffq_rbin1_heavy_abs_qprod,2D descriptors,0.0006733654982002817,9.387709024052565e-05,0.0002758812627078598
mc3__xtb_mc3_xtb_qcov_eig3_std,Three-conformer xTB,0.000671339202855199,-0.00016809448685916898,0.0002750510792192276
cheap__v5__v5_mmffq_rdf_2p25_opp,2D descriptors,0.0006711672258791162,5.30342531967775e-05,0.0002749806193791478
cheap__v5__v5_mmffq_rbin0_opp_abs_qprod,2D descriptors,0.0006694408543980343,-2.104684562420714e-05,0.00027427331622005124
atom3d__q_mu_min,Atom-resolved 3D,0.0006642637381966011,-0.00018130079795165862,0.0002721522254325754
mc3__xtb_mc3_xtb_abs_charge_moment3_max,Three-conformer xTB,0.0006622474200285616,-0.00039422927014635094,0.0002713261296440233
mc3__xtb_mc3_xtb_q_Br_mean_max,Three-conformer xTB,0.0006574029052927238,-0.0002482980229594785,0.00026934130736533233
mc3__xtb_mc3_xtb_q_H_abs_sum_mean,Three-conformer xTB,0.0006568078460346245,4.922361660427302e-05,0.000269097508566687
mc3__xtb_mc3_xtb_qcov_trace_lowe,Three-conformer xTB,0.0006527256896646213,0.00021492938889364034,0.0002674250283803136
cheap__v4__v4_mmffq_q_N_sum,2D descriptors,0.0006498774781351774,0.00022175993060090393,0.00026625810165878985
mc3__xtb_mc3_xtb_abs_charge_moment3_range,Three-conformer xTB,0.000648883788230504,-4.498470912737113e-05,0.00026585098186073956
mc3__xtb_mc3_xtb_pair_opposite_q_dist_mean_max,Three-conformer xTB,0.0006462513614926612,1.7895507759503238e-06,0.00026477246326368786
single__xtb_q_H_abs_sum,Single-conformer xTB,0.0006448002446993101,-0.00046670030261874746,0.00026417793334738494
atom3d__quad_frobenius_max,Atom-resolved 3D,0.0006441717235051266,5.55473066709084e-05,0.00026392042502366856
mc3__xtb_mc3_xtb_abs_charge_moment1_mean,Three-conformer xTB,0.0006431246174554721,0.00028170054900184763,0.00026349142035987183
cheap__v5__v5_mmffq_rbin1_abs_qprod,2D descriptors,0.0006385575919129528,2.0622415300338807e-05,0.00026162028681225646
cheap__v3__rd2d_SlogP_VSA1,2D descriptors,0.000637968428109027,8.755487413533314e-07,0.00026137890341111213
mc3__xtb_mc3_xtb_q_S_sum_max,Three-conformer xTB,0.0006374304881702554,0.0001657657064619592,0.0002611585066875409
mc3__xtb_mc3_xtb_q_H_sum_std,Three-conformer xTB,0.0006350472490592779,-1.7600701069095146e-05,0.00026018208152612626
mc3__xtb_mc3_xtb_q_P_abs_sum_max,Three-conformer xTB,0.0006317249533901272,0.00021495001344994888,0.0002588209201260488
atom3d__quad_eig1_min,Atom-resolved 3D,0.0006316217287350088,3.9112444765798485e-05,0.0002587786284608644
mc3__xtb_mc3_xtb_q_std_range,Three-conformer xTB,0.000627286186781288,-4.778931010394876e-05,0.00025700233491462207
cheap__v3__rd3d_whim_113,2D descriptors,0.0006243104788188048,7.211471613717131e-05,0.0002557831722572928
cheap__v5__v5_gast_epair_C_F_signedq,2D descriptors,0.0006242544964945235,-1.3592040968176828e-05,0.0002557602360148608
mc3__xtb_mc3_xtb_q_H_std_max,Three-conformer xTB,0.00062359798437234,5.996872932995284e-05,0.00025549125966585706
mc3__xtb_mc3_xtb_q_H_mean_lowe,Three-conformer xTB,0.0006204393788213889,-5.746028028112642e-05,0.0002541971629381194
single__xtb_pair_opposite_q_dist_mean,Single-conformer xTB,0.0006111685987564572,-1.570030471936314e-05,0.0002503988772857715
mc3__xtb_mc3_xtb_q_Br_mean_lowe,Three-conformer xTB,0.0006109665980884251,-0.00015954427241999058,0.0002503161165866958
cheap__v4__v4_gast3d_dipole_norm_mean,2D descriptors,0.0006069587602906209,3.481844176515441e-05,0.00024867408509660354
mc3__xtb_mc3_xtb_q_N_std_min,Three-conformer xTB,0.0006069144974335987,-0.00010385786126701954,0.0002486559503793972
mc3__xtb_mc3_xtb_q_N_sum_min,Three-conformer xTB,0.0006062632975128758,-0.00028980986548988855,0.00024838915046629736
cheap__v5__v5_mmffq_rdf_1p75_opp,2D descriptors,0.0006041749028255029,6.076831352451325e-05,0.0002475335245619041
single__xtb_heavy_q_std,Single-conformer xTB,0.0005979919648803765,-3.834414424860749e-05,0.00024500034350034865
mc3__xtb_mc3_xtb_abs_charge_moment2_lowe,Three-conformer xTB,0.0005977746604994377,3.888373565913653e-05,0.00024491131279241133
mc3__xtb_mc3_xtb_quad_eig3_std,Three-conformer xTB,0.0005973634483337268,4.642834951140463e-05,0.00024474283708075047
mc3__xtb_mc3_xtb_pair_abs_q_dist2_sum_min,Three-conformer xTB,0.0005963959503118613,-0.00012571854349250348,0.0002443464482300401
single__xtb_abs_charge_moment3,Single-conformer xTB,0.0005953817615150483,-3.3914900871775006e-05,0.00024393092993182502
atom3d__quad_eig2_lowe,Atom-resolved 3D,0.0005952166365316572,2.4895765182909905e-05,0.00024386327738793275
cheap__v3__rd3d_autocorr2d_010,2D descriptors,0.0005925541833634128,-0.00010144118043676284,0.00024277245680992722
cheap__v5__v5_mmffq_topo1_abs_qprod,2D descriptors,0.0005861968794363814,3.1198875115753006e-06,0.00024016783712047977
atom3d__pos_neg_center_dist_mean,Atom-resolved 3D,0.0005798659360839682,0.00012689209264756893,0.00023757401749226323
atom3d__signed_cov_eig2_min,Atom-resolved 3D,0.0005772083694382384,4.991570873075642e-05,0.00023648519894733662
single__xtb_abs_charge_moment1,Single-conformer xTB,0.0005764054920185843,-0.00019822322324105783,0.0002361562559929889
mc3__xtb_mc3_xtb_q_N_abs_sum_range,Three-conformer xTB,0.0005741157593584926,-3.482893414842237e-05,0.00023521814089915374
cheap__v5__v5_mmffq_epair_N_N_signedq,2D descriptors,0.0005736251108895262,0.00021872534477472704,0.0002350171197308196
mc3__xtb_mc3_xtb_q_F_mean_max,Three-conformer xTB,0.0005702988625667845,9.56424943505171e-05,0.00023365433890850168
mc3__xtb_mc3_xtb_q_H_sum_mean,Three-conformer xTB,0.000569880921303352,-0.00012789172139922374,0.0002334831062513465
mc3__xtb_mc3_xtb_q_H_sum_lowe,Three-conformer xTB,0.0005694461738199983,0.00013832632407872322,0.00023330498800057885
atom3d__pos_neg_center_dist_boltz,Atom-resolved 3D,0.000567038283251096,-1.007669796739091e-05,0.00023231846301171834
atom3d__full_charge_dipole_cos_min,Atom-resolved 3D,0.0005653306846052115,-1.015743747745737e-05,0.00023161885117849556
single__xtb_pair_abs_q_dist2_sum,Single-conformer xTB,0.0005640554377227437,7.127513956816258e-05,0.00023109637605742126
single__xtb_abs_charge_weighted_rg,Single-conformer xTB,0.0005587746913330885,-0.00012376980950101123,0.00022893282745578984
mc3__xtb_mc3_xtb_q_H_sum_range,Three-conformer xTB,0.0005583668342625962,-0.0001004788043074805,0.00022876572634367097
cheap__v4__v4_gast3d_qcov_trace_lowE,2D descriptors,0.0005577460479400352,-0.0002666498984388571,0.0002285113870361216
mc3__xtb_mc3_xtb_abs_charge_moment2_range,Three-conformer xTB,0.000556439570557987,7.522791583428326e-05,0.00022797611662083887
mc3__xtb_mc3_xtb_qonly_dipole_debye_std,Three-conformer xTB,0.0005548399466257626,6.313708391068548e-05,0.00022732074257589708
cheap__v4__v4_mmffq3d_pair_abs_q_dist2_sum_mean,2D descriptors,0.0005525050401211326,9.687596843708856e-05,0.00022636411952864594
cheap__v5__v5_mmffq_coulomb_signed_sum,2D descriptors,0.0005449635229619576,0.0001264883886521044,0.00022327432166676118
cheap__v3__rd3d_getaway_000,2D descriptors,0.0005445472476886719,0.00015968138598481253,0.00022310377157422595
atom3d__full_charge_dipole_cos_mean,Atom-resolved 3D,0.0005384869679108613,-9.929637538539584e-05,0.00022062084418644935
single__xtb_q_P_sum,Single-conformer xTB,0.0005344230844328427,-0.00014205622402499503,0.00021895585049667776
cheap__v4__v4_mmffq_q_F_abs_sum,2D descriptors,0.0005337787788627578,-4.863387994639551e-05,0.00021869187523403092
atom3d__quad_eig2_mean,Atom-resolved 3D,0.0005327277449584192,-3.863999922141379e-06,0.00021826126130823178
cheap__v4__v4_mmffq3d_dipole_y_abs_min,2D descriptors,0.0005310879610420029,2.332153514636743e-05,0.000217589433513909
mc3__xtb_mc3_xtb_q_C_sum_min,Three-conformer xTB,0.0005308030926797776,7.887019053061083e-05,0.00021747272149987462
cheap__v5__v5_mmffq_rdf_1p75_abs,2D descriptors,0.0005303289661764245,-4.569536782325271e-05,0.00021727846946471998
mc3__xtb_mc3_xtb_q_C_mean_lowe,Three-conformer xTB,0.000515585270675143,-3.7852513948056825e-05,0.0002112379025768336
cheap__v4__v4_mmffq_q_heavy_abs_sum,2D descriptors,0.0005138281192542035,-6.249003359305623e-05,0.00021051798872013418
mc3__xtb_mc3_xtb_q_N_sum_mean,Three-conformer xTB,0.0005129063823698671,-0.00015968213157557392,0.0002101403484397593
cheap__v3__rd2d_fr_NH1,2D descriptors,0.00051164997718625,-6.002491536176929e-05,0.0002096255928583471
cheap__v4__v4_gast3d_signed_charge_second_moment_min,2D descriptors,0.000510432903200983,1.506498223978223e-05,0.00020912695146854947
mc3__xtb_mc3_xtb_q_C_mean_min,Three-conformer xTB,0.0005099509972328781,-6.787401837691095e-05,0.00020892951214719643
mc3__xtb_mc3_xtb_pair_opposite_q_dist_mean_lowe,Three-conformer xTB,0.0005099177226871286,-2.927143167688485e-05,0.00020891587939689672
mc3__xtb_mc3_xtb_q_P_mean_lowe,Three-conformer xTB,0.0005039617786845147,0.0003099154385905836,0.00020647569890584088
cheap__v5__v5_mmffq_epair_C_N_absq,2D descriptors,0.0005032353923924387,0.0001278615756759648,0.00020617809475474136
mc3__xtb_mc3_xtb_heavy_q_std_mean,Three-conformer xTB,0.0005029293393137795,-0.00020836742783022358,0.00020605270325484745
atom3d__mu_difference_max,Atom-resolved 3D,0.0005018481598920678,0.00021451722247083562,0.00020560973855755782
mc3__xtb_mc3_xtb_q_C_mean_max,Three-conformer xTB,0.0005015767314877503,-1.3536753052201006e-05,0.00020549853296250128
mc3__xtb_mc3_xtb_qcov_trace_max,Three-conformer xTB,0.0005004999993840773,-0.00017078763798432484,0.0002050573903539873
atom3d__quad_eig2_std,Atom-resolved 3D,0.0004976611666123502,-5.525532997821713e-05,0.00020389430615710795
mc3__xtb_mc3_xtb_pair_same_q_dist_mean_lowe,Three-conformer xTB,0.0004974542097375252,-0.00016417744828332287,0.00020380951487495083
atom3d__mu_difference_boltz,Atom-resolved 3D,0.0004972807506003955,-6.332962844439284e-06,0.00020373844778596653
cheap__v4__v4_mmffq3d_pair_same_q_dist_sum_mean,2D descriptors,0.0004953599759758387,-1.8322649047060314e-05,0.00020295149667217134
single__xtb_qcov_trace,Single-conformer xTB,0.0004943051739168587,-0.0003124024772787731,0.00020251933891428798
mc3__xtb_mc3_xtb_q_S_mean_mean,Three-conformer xTB,0.0004941011029884338,6.413704745597373e-05,0.0002024357300190204
mc3__xtb_mc3_xtb_q_P_mean_max,Three-conformer xTB,0.0004924400822802848,0.0002049463838519989,0.00020175520140332386
single__xtb_heavy_q_abs_sum,Single-conformer xTB,0.0004910065927381226,-5.370743801226092e-05,0.00020116789346131137
cheap__v4__v4_mmffq3d_abs_charge_moment3_max,2D descriptors,0.0004907450654200343,-9.172094132424297e-05,0.00020106074439154222
atom3d__quad_eig1_boltz,Atom-resolved 3D,0.0004901982224353043,6.805785679121575e-06,0.0002008367000448487
single__xtb_n_atoms,Single-conformer xTB,0.0004861333564983584,-0.0001286916238889734,0.0001991713038366675
atom3d__charge_min_mean,Atom-resolved 3D,0.00048432373617997336,0.00010493337791799622,0.00019842989320634533
cheap__v3__rd2d_NumAmideBonds,2D descriptors,0.00048228164914712634,0.00022522936004375297,0.00019759323978307532
atom3d__q_vec_y_max,Atom-resolved 3D,0.00048139298202959336,1.8040084775752296e-05,0.00019722914835402643
cheap__v5__v5_mmffq_rdf_2p25_abs,2D descriptors,0.00047848115576880975,7.365275587930991e-05,0.00019603615835415573
mc3__xtb_mc3_xtb_q_N_sum_lowe,Three-conformer xTB,0.00047827212059278306,-3.584730080261299e-05,0.0001959505155814465
cheap__v5__v5_gast_epair_N_N_absq,2D descriptors,0.0004778782834774152,-0.0001245845984598069,0.00019578915851610932
mc3__xtb_mc3_xtb_abs_charge_moment2_mean,Three-conformer xTB,0.00047573250378291125,0.0002280764873781138,0.00019491002168300035
atom3d__q_vector_resultant,Atom-resolved 3D,0.00047300614430217746,-1.2329423269679538e-05,0.00019379301836437075
mc3__xtb_mc3_xtb_q_Br_abs_sum_mean,Three-conformer xTB,0.0004589381757209171,-3.482585757968645e-05,0.00018802930022569916
mc3__xtb_mc3_xtb_q_S_mean_min,Three-conformer xTB,0.00045776024644678787,0.00018141443576747375,0.00018754669662275858
mc3__xtb_mc3_xtb_pair_opposite_q_dist_mean_min,Three-conformer xTB,0.0004564963878064292,-9.24300628596812e-05,0.00018702888732228463
mc3__xtb_mc3_xtb_heavy_q_std_max,Three-conformer xTB,0.00045579519440289975,0.00010610382806568713,0.00018674160482550517
cheap__v5__v5_mmffq_epair_C_N_count,2D descriptors,0.0004546067475386061,-0.00016920436295777156,0.0001862546921124855
mc3__xtb_mc3_xtb_abs_charge_moment1_max,Three-conformer xTB,0.0004545518990454589,7.607788507565287e-05,0.00018623222040642465
mc3__xtb_mc3_xtb_q_range_lowe,Three-conformer xTB,0.0004540491055149324,3.306389760214265e-05,0.00018602622334471934
atom3d__pair_C_N_same_absqdist_std,Atom-resolved 3D,0.0004521636664117011,2.59839387878323e-06,0.00018525374937337918
atom3d__q_vec_x_min,Atom-resolved 3D,0.00045068879574626275,-1.1924020909552282e-05,0.00018464948737510422
mc3__xtb_mc3_xtb_q_H_abs_sum_max,Three-conformer xTB,0.000450534998995297,0.00017911260750895676,0.00018458647606554024
cheap__v5__v5_mmffq_rdf_1p25_opp,2D descriptors,0.0004494744533197358,-8.49544008685799e-06,0.00018415196511878818
mc3__xtb_mc3_xtb_abs_charge_moment2_std,Three-conformer xTB,0.00044778152253306403,-0.00013305315698707793,0.00018345836278194094
mc3__xtb_mc3_xtb_abs_charge_weighted_rg_range,Three-conformer xTB,0.0004467872963487183,6.35661691415912e-05,0.00018305102326738663
mc3__xtb_mc3_xtb_q_std_max,Three-conformer xTB,0.0004458237844671533,0.00017064555658505894,0.0001826562675585916
mc3__xtb_mc3_xtb_q_Br_abs_sum_max,Three-conformer xTB,0.0004444788946179818,-0.00015133327212665996,0.00018210525936054154
single__xtb_q_std,Single-conformer xTB,0.00044376280052408387,2.318844279876833e-05,0.00018181187197528016
cheap__v4__v4_mmffq_q_F_mean,2D descriptors,0.0004422088746415291,3.675042698445893e-05,0.00018117522065325755
mc3__xtb_mc3_xtb_pair_opposite_q_dist_mean_mean,Three-conformer xTB,0.0004419352753584809,1.0508525244217459e-05,0.00018106312563816537
mc3__xtb_mc3_xtb_q_C_sum_max,Three-conformer xTB,0.00043707023443003855,2.4752015618330166e-05,0.00017906989367417057
cheap__v5__v5_mmffq_rdf_2p75_abs,2D descriptors,0.00043160292832044163,-0.00013292870165622383,0.00017682991060827643
atom3d__pair_C_N_absqdist_mean,Atom-resolved 3D,0.0004282674362367934,0.0001158014102156874,0.00017546334257019253
single__xtb_pair_abs_q_dist_sum,Single-conformer xTB,0.0004249544207955744,5.470155780116781e-05,0.0001741059833266064
cheap__v4__v4_mmffq3d_dipole_x_abs_mean,2D descriptors,0.0004219541715223141,-3.58961870842185e-05,0.0001728767659696767
mc3__xtb_mc3_xtb_q_S_sum_min,Three-conformer xTB,0.0004219428852805292,-3.819410154253096e-05,0.00017287214193912692
atom3d__charge_cov_eig1_boltz,Atom-resolved 3D,0.0004195456053323784,7.353059042220328e-05,0.00017188996417544925
mc3__xtb_mc3_xtb_q_N_std_lowe,Three-conformer xTB,0.0004189829702763844,4.736206457507491e-05,0.00017165944973699613
atom3d__quad_eig3_min,Atom-resolved 3D,0.00041804629055843066,0.00016468716585914557,0.00017127568730183635
atom3d__quad_eig1_mean,Atom-resolved 3D,0.0004090087061234069,6.374644710983052e-05,0.0001675729430827946
cheap__v4__v4_gast3d_abs_signed_charge_second_moment_mean,2D descriptors,0.00040885752655751747,9.556656086557534e-06,0.0001675110040472416
mc3__xtb_mc3_xtb_pair_abs_q_dist2_sum_max,Three-conformer xTB,0.00040873108472436724,0.00013268464462910418,0.00016745920018636394
atom3d__pair_C_N_same_absqdist_lowe,Atom-resolved 3D,0.0004080838634286476,6.742208692146054e-05,0.00016719403033612392
cheap__v4__v4_gast3d_dipole_x_abs_mean,2D descriptors,0.0004078494181648464,-2.086308642554766e-05,0.00016709797692146842
cheap__v5__v5_mmffq_coulomb_same_sum,2D descriptors,0.00040557897224218956,4.556109925464619e-05,0.0001661677637018624
mc3__xtb_mc3_xtb_q_H_abs_sum_min,Three-conformer xTB,0.00040347264043699905,-0.00011587847799472443,0.00016530478886924804
cheap__v4__v4_mmffq3d_dipole_heavy_norm_min,2D descriptors,0.00039731122533736386,9.390999268774672e-06,0.00016278042582674323
mc3__xtb_mc3_xtb_q_C_sum_lowe,Three-conformer xTB,0.0003972679170168668,3.0220199835768998e-05,0.00016276268218799666
cheap__v5__v5_mmffq_rdf_1p25_abs,2D descriptors,0.00039624377199194027,-0.0002485907400450917,0.00016234308477258426
mc3__xtb_mc3_xtb_pair_abs_q_dist2_sum_lowe,Three-conformer xTB,0.0003958420862246478,2.8475655396350563e-06,0.00016217851207471273
cheap__v3__mol_logp,2D descriptors,0.000395688187773046,-2.2432465163047097e-05,0.00016211545909788195
cheap__v4__v4_mmffq_q_std,2D descriptors,0.00039509898864116457,-3.229282317956166e-05,0.00016187406122269488
single__xtb_q_abs_sum,Single-conformer xTB,0.0003946986007397383,3.7562557218637315e-06,0.00016171002026705688
mc3__xtb_mc3_xtb_pair_abs_q_dist2_sum_mean,Three-conformer xTB,0.00039378564689253526,-5.369312543361547e-05,0.0001613359784415794
atom3d__full_charge_dipole_cos_lowe,Atom-resolved 3D,0.0003930379450512041,-2.8369691760260825e-05,0.00016102964120174942
mc3__xtb_mc3_xtb_qcov_trace_min,Three-conformer xTB,0.0003925287027590703,5.2941992412045134e-05,0.0001608210020496788
cheap__v4__v4_mmffq3d_dipole_z_abs_min,2D descriptors,0.0003917437184548126,4.379155789710229e-05,0.0001604993899955369
mc3__xtb_mc3_xtb_q_N_std_range,Three-conformer xTB,0.0003889291030768729,-2.605357211962238e-05,0.00015934622778782307
cheap__v4__v4_mmffq3d_pair_same_q_dist_mean_mean,2D descriptors,0.00038835385870482987,6.603289810920818e-06,0.00015911054724857806
atom3d__quad_frobenius_std,Atom-resolved 3D,0.0003850676622248885,1.9613021808857732e-05,0.00015776417586956407
single__xtb_q_P_mean,Single-conformer xTB,0.00038497459672161044,0.00017282946349293874,0.00015772604646045786
mc3__xtb_mc3_xtb_pair_opposite_q_dist_sum_max,Three-conformer xTB,0.00038334212822521967,-8.953087729405331e-05,0.0001570572158308536
cheap__v5__v5_mmffq_pair_same_dist_wsum,2D descriptors,0.0003823146335906277,7.351770301932233e-05,0.0001566362460633582
cheap__v4__v4_mmffq3d_qcov_eig2_lowE,2D descriptors,0.00038053886062282727,5.4016140703063444e-05,0.00015590870286438436
mc3__xtb_mc3_xtb_heavy_q_std_lowe,Three-conformer xTB,0.00037802961409969486,0.00017495648143329558,0.00015488065182657905
atom3d__charge_min_lowe,Atom-resolved 3D,0.00037549763341118605,3.402328254953429e-05,0.00015384328648581733
atom3d__pair_C_N_opposite_absqdist_mean,Atom-resolved 3D,0.0003732040461160595,0.00013168467221162411,0.00015290359212844173
mc3__xtb_mc3_xtb_q_N_abs_sum_max,Three-conformer xTB,0.0003728298265481628,0.00011817155093215458,0.00015275027247188482
cheap__v5__v5_mmffq_epair_C_F_absq,2D descriptors,0.00037202136166714154,-5.218655678333819e-05,0.0001524190403062523
cheap__v4__v4_mmffq3d_qcov_eig3_min,2D descriptors,0.0003719820713854575,7.421623410502703e-05,0.00015240294287840352
atom3d__full_q_dot_min,Atom-resolved 3D,0.00036993544611609063,1.83234031837657e-05,0.0001515644301165946
atom3d__quad_eig3_max,Atom-resolved 3D,0.00036988735946413706,1.0900198597055734e-05,0.00015154472877119482
cheap__v5__v5_mmffq_coulomb_abs_d2_sum,2D descriptors,0.0003694747083959113,-2.9515551942073976e-05,0.00015137566353386957
mc3__xtb_mc3_xtb_abs_charge_weighted_rg_min,Three-conformer xTB,0.00036892823709937185,0.0001131423752132864,0.00015115177146971445
mc3__xtb_mc3_xtb_abs_charge_moment2_max,Three-conformer xTB,0.0003644051873046831,-1.8167400911881747e-05,0.00014929865500921217
cheap__v4__v4_mmffq3d_abs_signed_charge_second_moment_mean,2D descriptors,0.000364114376289145,-5.324798513379779e-05,0.0001491795082599498
mc3__xtb_mc3_xtb_abs_charge_weighted_rg_mean,Three-conformer xTB,0.00036384343899155505,-4.201778038842965e-05,0.00014906850387381247
atom3d__pair_C_N_opposite_absqdist_lowe,Atom-resolved 3D,0.00036341962667936104,0.00014846779250198407,0.00014889486581817744
atom3d__q_vec_z_max,Atom-resolved 3D,0.00036221994879570525,-7.854647050529367e-06,0.0001484033516995149
mc3__xtb_mc3_xtb_q_Cl_mean_mean,Three-conformer xTB,0.0003592588147431127,-0.0001614108439466815,0.00014719016004704702
mc3__xtb_mc3_xtb_q_P_mean_min,Three-conformer xTB,0.00035621784202118935,0.00016757789142528455,0.0001459442580864823
atom3d__full_charge_dipole_cos_boltz,Atom-resolved 3D,0.00035562510182417787,-9.454026133615058e-05,0.00014570140941893653
atom3d__quad_eig2_range,Atom-resolved 3D,0.0003538956508590598,-3.131207915231769e-05,0.00014499284457959843
mc3__xtb_mc3_xtb_q_C_mean_mean,Three-conformer xTB,0.00035355831273343867,0.00010442694809481283,0.00014485463543715705
atom3d__quad_eig1_std,Atom-resolved 3D,0.0003517473214168744,-2.005826313349186e-07,0.0001441126631019215
atom3d__pos_neg_center_dist_lowe,Atom-resolved 3D,0.00035154802800028024,-7.330590429315421e-05,0.00014403101157750228
mc3__xtb_mc3_xtb_q_F_std_min,Three-conformer xTB,0.00035086602247831475,-2.890926242335252e-05,0.00014375159045319988
cheap__v4__v4_mmffq3d_pair_opposite_q_dist_sum_lowE,2D descriptors,0.00035076439097244565,-7.670754963279447e-05,0.0001437099515093499
cheap__v4__v4_gast3d_abs_charge_moment1_mean,2D descriptors,0.00034832915677813814,-6.343803754945938e-05,0.00014271222369836086
atom3d__q_vec_x_std,Atom-resolved 3D,0.0003475913041102055,5.9925187713264305e-05,0.00014240992171486797
cheap__v4__v4_mmffq3d_signed_charge_second_moment_mean,2D descriptors,0.0003449186001466325,5.058199803705667e-05,0.0001413149013339819
mc3__xtb_mc3_xtb_q_O_sum_range,Three-conformer xTB,0.00034052113512893293,3.160693522442655e-05,0.00013951323759409754
mc3__xtb_mc3_xtb_q_H_sum_max,Three-conformer xTB,0.0003398508329003496,-4.407188711685324e-05,0.00013923861136850134
mc3__xtb_mc3_xtb_heavy_q_abs_sum_min,Three-conformer xTB,0.00033822905455951674,0.00011722347072857382,0.00013857416054989383
atom3d__full_q_dot_max,Atom-resolved 3D,0.0003330905595656967,-0.00010199589741365042,0.0001364688930672236
mc3__xtb_mc3_xtb_q_N_abs_sum_lowe,Three-conformer xTB,0.0003321758144566969,-2.5259027652996978e-05,0.0001360941173526953
mc3__xtb_mc3_xtb_q_neg_sum_range,Three-conformer xTB,0.00033062465416743676,4.586573677430377e-06,0.00013545859910828404
mc3__xtb_mc3_xtb_heavy_q_abs_sum_mean,Three-conformer xTB,0.00032958144429588146,8.516826758706914e-05,0.0001350311907284321
atom3d__pair_C_N_same_absqdist_mean,Atom-resolved 3D,0.0003294746105126364,3.982226821867045e-05,0.0001349874203851337
atom3d__full_q_dot_range,Atom-resolved 3D,0.0003272801920632135,-7.903133079986775e-05,0.00013408835600723748
mc3__xtb_mc3_xtb_heavy_q_std_min,Three-conformer xTB,0.0003258950046476311,2.2427890222683893e-05,0.00013352083769167295
mc3__xtb_mc3_xtb_q_C_sum_mean,Three-conformer xTB,0.00032536493190883506,2.560955263704154e-05,0.0001333036641998666
atom3d__mu_difference_range,Atom-resolved 3D,0.0003252944310383253,1.7523954620596864e-05,0.00013327477963534672
cheap__v4__v4_gast3d_abs_charge_weighted_rg_min,2D descriptors,0.0003175975183819266,-0.0001586844367037137,0.00013012131544944065
cheap__v4__v4_mmffq3d_pair_opposite_q_dist_mean_mean,2D descriptors,0.00031647123732988244,-3.0943630252745546e-05,0.00012965987238526178
