group,nearest_tanimoto,id
Evaluation,0.45454547,17120
Evaluation,0.61904764,17125
Evaluation,0.64285713,17151
Evaluation,0.5,17225
Evaluation,0.6363636,17263
Evaluation,0.47826087,17325
Evaluation,0.5769231,17349
Evaluation,0.60714287,17367
Evaluation,0.6666667,17370
Evaluation,0.61904764,17371
Evaluation,0.6666667,17413
Evaluation,0.5185185,17425
Evaluation,0.5925926,17445
Evaluation,0.68,17446
Evaluation,0.6666667,17489
Evaluation,0.6923077,17508
Evaluation,0.6818182,17551
Evaluation,0.64285713,17582
Evaluation,0.45454547,17614
Evaluation,0.71428573,17632
Evaluation,0.5,17643
Evaluation,0.44827586,17658
Evaluation,0.8333333,17672
Evaluation,0.6363636,17699
Evaluation,0.68421054,17731
Evaluation,0.6956522,17735
Evaluation,0.64285713,17756
Evaluation,0.6666667,17766
Evaluation,0.6666667,17802
Evaluation,0.65384614,17831
Evaluation,0.6923077,17887
Evaluation,0.6666667,17898
Evaluation,0.61538464,17924
Evaluation,0.6296296,17930
Evaluation,0.46666667,17964
Evaluation,0.33333334,17967
Evaluation,0.6666667,17990
Evaluation,0.64285713,17992
Evaluation,0.85714287,18024
Evaluation,0.4,18038
Evaluation,0.6,18049
Evaluation,0.53846157,18053
Evaluation,0.47826087,18152
Evaluation,0.5,18162
Evaluation,0.5555556,18174
Evaluation,0.6666667,18176
Evaluation,0.60714287,18180
Evaluation,0.5882353,18210
Evaluation,0.6666667,18216
Evaluation,0.42857143,18267
Evaluation,0.5263158,18302
Evaluation,0.6,18311
Evaluation,0.6296296,18318
Evaluation,0.5555556,18331
Evaluation,0.7,18337
Evaluation,0.64285713,18343
Evaluation,0.61538464,18350
Evaluation,0.6666667,18361
Evaluation,0.64,18362
Evaluation,0.5652174,18378
Evaluation,0.36,18389
Evaluation,0.5,18390
Evaluation,0.5185185,18410
Evaluation,0.72727275,18440
Evaluation,0.56,18462
Evaluation,0.5185185,18490
Evaluation,0.53846157,18503
Evaluation,0.5652174,18539
Evaluation,0.625,18548
Evaluation,0.60714287,18561
Evaluation,0.6296296,18584
Evaluation,0.5,18592
Evaluation,0.59090906,18603
Evaluation,0.5416667,18640
Evaluation,0.48,18665
Evaluation,0.51724136,18668
Evaluation,0.61538464,18677
Evaluation,0.73913044,18690
Evaluation,0.6785714,18746
Evaluation,0.6296296,18749
Evaluation,0.5555556,18794
Evaluation,0.5185185,18804
Evaluation,0.44827586,18878
Evaluation,0.39285713,18879
Evaluation,0.5833333,18916
Evaluation,0.51724136,18919
Evaluation,0.7222222,18931
Evaluation,0.5555556,18949
Evaluation,0.3888889,18960
Evaluation,0.4,18967
Evaluation,0.37037036,18973
Evaluation,0.5,18981
Evaluation,0.47368422,18984
Evaluation,0.4814815,19015
Evaluation,0.6923077,19058
Evaluation,0.60714287,19083
Evaluation,0.71428573,19114
Evaluation,0.4074074,19124
Evaluation,0.47826087,19127
Evaluation,0.5,19142
Evaluation,0.35,19148
Evaluation,0.5,19151
Evaluation,0.31034482,19155
Evaluation,0.5185185,19156
Evaluation,0.3846154,19158
Evaluation,0.2962963,19165
Evaluation,0.5217391,19185
Evaluation,0.68,19203
Evaluation,0.61538464,19205
Evaluation,0.6363636,19228
Evaluation,0.64285713,19285
Evaluation,0.72727275,19304
Evaluation,0.6086956,19311
Evaluation,0.54545456,19324
Evaluation,0.4347826,19341
Evaluation,0.60714287,19367
Evaluation,0.4642857,19373
Evaluation,0.5217391,19382
Evaluation,0.64705884,19411
Evaluation,0.6666667,19451
Evaluation,0.35714287,19455
Evaluation,0.6818182,19468
Evaluation,0.71428573,19488
Evaluation,0.53846157,19559
Evaluation,0.5,19573
Evaluation,0.6956522,19616
Evaluation,0.6666667,19677
Evaluation,0.52,19704
Evaluation,0.6956522,19724
Evaluation,0.6666667,19829
Evaluation,0.6956522,19839
Evaluation,0.6296296,19901
Evaluation,0.6296296,19956
Evaluation,0.37037036,19978
Evaluation,0.5652174,20028
Evaluation,0.61538464,20040
Evaluation,0.61538464,20053
Evaluation,0.61538464,20121
Evaluation,0.45945945,20134
Evaluation,0.6666667,20158
Evaluation,0.60714287,20170
Evaluation,0.65,20214
Evaluation,0.5769231,20293
Evaluation,0.61538464,20322
Evaluation,0.625,20325
Evaluation,0.43333334,20337
Evaluation,0.6086956,20366
Evaluation,0.53846157,20392
Evaluation,0.73913044,20402
Evaluation,0.7083333,20403
Evaluation,0.65384614,20536
Evaluation,0.6086956,20585
Evaluation,0.75,20629
Evaluation,0.6666667,20630
Evaluation,0.6666667,20638
Evaluation,0.6,20694
Evaluation,0.5833333,20700
Evaluation,0.6,20746
Evaluation,0.6363636,20824
Evaluation,0.59090906,20848
Evaluation,0.64,20863
Evaluation,0.6,20941
Evaluation,0.75,21010
Evaluation,0.6666667,21074
Evaluation,0.72727275,21101
Evaluation,0.64,21141
Evaluation,0.75,21160
Evaluation,0.7058824,21178
Evaluation,0.6666667,21191
Evaluation,0.6,21198
Evaluation,0.5,21203
Evaluation,0.5714286,21214
Evaluation,0.64,21230
Evaluation,0.65384614,21313
Evaluation,0.6551724,21361
Evaluation,0.46875,21386
Evaluation,0.65217394,21388
Evaluation,0.61538464,21415
Evaluation,0.5185185,21433
Evaluation,0.7037037,21501
Evaluation,0.5769231,21544
Evaluation,0.64,21576
Evaluation,0.55,21586
Evaluation,0.61538464,21618
Evaluation,0.59090906,21637
Evaluation,0.62068963,21688
Evaluation,0.6,21762
Evaluation,0.64285713,21805
Evaluation,0.52,21821
Evaluation,0.61538464,21826
Evaluation,0.42307693,21845
Evaluation,0.5,21855
Evaluation,1.0,21859
Evaluation,0.5769231,21927
Evaluation,0.6,21982
Evaluation,0.5714286,22051
Evaluation,0.61538464,22064
Evaluation,0.59090906,22099
Evaluation,0.4827586,22170
Evaluation,0.5555556,22174
Evaluation,0.5714286,22195
Evaluation,0.6666667,22265
Evaluation,0.52380955,22337
Evaluation,0.52380955,22344
Evaluation,0.5833333,22367
Evaluation,0.6875,22437
Evaluation,0.5714286,22452
Evaluation,0.5925926,22475
Evaluation,0.64285713,22511
Evaluation,0.6666667,22525
Evaluation,0.6666667,22530
Evaluation,0.7,22563
Evaluation,0.5714286,22577
Evaluation,0.6666667,22580
Evaluation,0.5652174,22609
Evaluation,0.61538464,22651
Evaluation,0.54545456,22656
Evaluation,0.7826087,22798
Evaluation,0.68,22812
Evaluation,0.6666667,22982
Evaluation,0.44444445,22997
Evaluation,1.0,23012
Evaluation,0.7894737,23017
Evaluation,0.54545456,23025
Evaluation,0.5714286,23048
Evaluation,0.4,23049
Evaluation,0.5294118,23068
Evaluation,0.36842105,23079
Evaluation,0.5555556,23103
Evaluation,0.5294118,23114
Evaluation,0.5294118,23116
Evaluation,0.47368422,23117
Evaluation,0.5263158,23122
Evaluation,1.0,23127
Evaluation,0.5714286,23138
Evaluation,0.47368422,23140
Evaluation,0.5714286,23142
Evaluation,0.4090909,23145
Evaluation,0.4347826,23154
Evaluation,0.61538464,23162
Evaluation,0.625,23170
Evaluation,0.6666667,23194
Evaluation,0.65217394,23213
Evaluation,0.6363636,23222
Evaluation,0.64,23228
Evaluation,0.625,23287
Evaluation,0.6363636,23297
Evaluation,0.65217394,23327
Evaluation,0.7619048,23329
Evaluation,0.59090906,23368
Evaluation,0.64,23369
Evaluation,0.6666667,23385
Evaluation,0.65,23393
Evaluation,0.6666667,23403
Evaluation,0.6,23405
Evaluation,0.7,23407
Evaluation,0.64705884,23410
Evaluation,0.6,23468
Evaluation,0.68,23628
Evaluation,0.65384614,23639
Evaluation,0.4814815,23659
Evaluation,0.7058824,23660
Evaluation,0.7083333,23691
Evaluation,0.41935483,23696
Evaluation,0.8947368,23714
Evaluation,0.6315789,23723
Evaluation,0.6666667,23727
Evaluation,0.6666667,23733
Evaluation,0.6086956,23740
Evaluation,0.5555556,23756
Evaluation,0.54545456,23759
Evaluation,0.5882353,23760
Evaluation,0.59090906,23763
Evaluation,0.59090906,23796
Evaluation,0.6,23813
Evaluation,0.52380955,23817
Evaluation,0.6086956,23829
Evaluation,0.6666667,23830
Evaluation,0.5555556,23852
Evaluation,0.7058824,23854
Evaluation,0.5416667,23858
Evaluation,0.6818182,23861
Evaluation,0.6363636,23866
Evaluation,0.72727275,23867
Evaluation,0.65384614,23899
Evaluation,0.68,23936
Evaluation,0.77272725,23947
Evaluation,0.6923077,23970
Evaluation,0.52,23986
Evaluation,0.47826087,23998
Evaluation,0.7222222,24017
Evaluation,0.6086956,24023
Evaluation,0.6666667,24029
Evaluation,0.6086956,24035
Evaluation,0.625,24042
Evaluation,0.7058824,24050
Evaluation,0.625,24056
Evaluation,0.68,24061
Evaluation,0.68,24136
Evaluation,0.72,24173
Evaluation,0.7083333,24174
Evaluation,0.625,24195
Evaluation,0.6666667,24213
Evaluation,1.0,24249
Evaluation,0.6666667,24254
Evaluation,0.6666667,24267
Evaluation,0.6666667,24268
Evaluation,0.625,24291
Evaluation,0.68,24294
Evaluation,0.6666667,24295
Evaluation,0.6363636,24310
Evaluation,0.6666667,24314
Evaluation,0.68,24326
Evaluation,0.6818182,24331
Evaluation,0.6956522,24333
Evaluation,0.68,24344
Evaluation,0.625,24346
Evaluation,0.4814815,24349
Evaluation,0.6,24350
Evaluation,0.6363636,24366
Evaluation,0.68,24418
Evaluation,0.61538464,24442
Evaluation,0.7083333,24459
Evaluation,0.68421054,24500
Evaluation,0.65384614,24515
Evaluation,0.77272725,24539
Evaluation,1.0,24600
Evaluation,0.6923077,24608
Evaluation,0.5217391,24615
Evaluation,0.5555556,24624
Evaluation,0.65384614,24650
Evaluation,0.56,24651
Evaluation,0.72,24661
Evaluation,0.68,24663
Evaluation,0.64,24668
Evaluation,0.625,24685
Evaluation,0.7368421,24689
Evaluation,0.75,24695
Evaluation,0.6666667,24705
Evaluation,0.6956522,24708
Evaluation,0.68,24751
Evaluation,0.6666667,24763
Evaluation,0.6923077,24843
Evaluation,0.6923077,24855
Evaluation,0.6956522,24866
Evaluation,0.68,24961
Evaluation,0.6666667,24978
Evaluation,0.516129,25009
Evaluation,0.7083333,25036
Evaluation,0.6923077,25113
Evaluation,0.68,25120
Evaluation,0.73913044,25139
Evaluation,0.6818182,25146
Evaluation,0.65,25169
Evaluation,0.53846157,25200
Evaluation,0.75,25355
Evaluation,0.6666667,25452
Evaluation,0.68,25476
Evaluation,0.6666667,25498
Evaluation,0.64,25522
Evaluation,0.6666667,25534
Evaluation,0.6666667,25544
Evaluation,0.65384614,25565
Evaluation,0.61538464,25571
Evaluation,0.45454547,25606
Evaluation,0.6296296,25630
Evaluation,0.6551724,25719
Evaluation,0.6896552,25756
Evaluation,0.65217394,25815
Evaluation,0.68,25894
Evaluation,0.6818182,26025
Evaluation,0.6,26026
Evaluation,0.64285713,26031
Evaluation,0.6666667,26053
Evaluation,0.65384614,26069
Evaluation,0.6666667,26074
Evaluation,0.77272725,26139
Evaluation,0.6818182,26166
Evaluation,0.6785714,26177
Evaluation,0.6363636,26232
Evaluation,0.7692308,26259
Evaluation,0.6923077,26369
Evaluation,0.6923077,26433
Evaluation,0.68,26489
Evaluation,0.6785714,26563
Evaluation,0.6666667,26580
Evaluation,0.6956522,26619
Evaluation,0.5833333,26645
Evaluation,0.75,26655
Evaluation,0.6875,26707
Evaluation,0.6666667,26731
Evaluation,0.6666667,26743
Evaluation,0.52380955,26836
Evaluation,0.5555556,26837
Evaluation,0.6956522,26867
Evaluation,0.73913044,26878
Evaluation,0.6666667,26909
Evaluation,0.6666667,26913
Evaluation,1.0,26936
Evaluation,0.7037037,26937
Evaluation,0.6666667,26959
Evaluation,0.68,26965
Evaluation,0.71428573,26977
Evaluation,0.76666665,26986
Evaluation,0.73913044,27020
Evaluation,0.7,27057
Evaluation,0.6818182,27062
Evaluation,0.72727275,27068
Evaluation,0.6666667,27106
Evaluation,0.6923077,27107
Evaluation,0.5652174,27141
Evaluation,0.7058824,27149
Evaluation,0.4722222,27203
Evaluation,0.45714286,27204
Evaluation,0.68421054,27277
Evaluation,0.8333333,27280
Evaluation,0.7692308,27310
Evaluation,0.73913044,27334
Evaluation,0.6923077,27409
Evaluation,0.68,27419
Evaluation,0.7692308,27428
Evaluation,0.7037037,27432
Evaluation,0.68,27478
Evaluation,0.6666667,27506
Evaluation,0.41935483,27538
Evaluation,0.72727275,27551
Evaluation,0.6956522,27563
Evaluation,0.5,27590
Evaluation,0.6969697,27599
Evaluation,0.95,27677
Evaluation,0.7307692,27687
Evaluation,0.6451613,27714
Evaluation,0.95,27720
Evaluation,0.95454544,27722
Evaluation,0.875,27735
Evaluation,0.71428573,27804
Evaluation,0.5714286,27806
Evaluation,0.85,27807
Evaluation,0.8888889,27812
Evaluation,0.6551724,27826
Evaluation,0.6666667,27827
Evaluation,0.73913044,27830
Evaluation,0.5652174,27834
Evaluation,0.52380955,27882
Evaluation,0.875,27887
Evaluation,0.5925926,27889
Evaluation,0.72,27893
Evaluation,0.53125,27894
Evaluation,0.53846157,27896
Evaluation,0.7096774,27901
Evaluation,0.46153846,27908
Evaluation,1.0,27910
Evaluation,0.6666667,27934
Evaluation,0.68,27942
Evaluation,0.68,27945
Evaluation,0.6666667,27946
Evaluation,0.7,27952
Evaluation,0.75,27985
Evaluation,0.6956522,28002
Evaluation,0.75,28015
Evaluation,0.6956522,28035
Evaluation,0.6666667,28044
Evaluation,0.72727275,28046
Evaluation,0.7222222,28055
Evaluation,0.7037037,28113
Evaluation,0.6923077,28115
Evaluation,0.625,28121
Evaluation,0.8333333,28123
Evaluation,0.75,28159
Evaluation,0.6923077,28188
Evaluation,0.8947368,28194
Evaluation,0.65217394,28222
Evaluation,0.72727275,28241
Evaluation,0.68,28244
Evaluation,0.6666667,28249
Evaluation,0.72727275,28272
Evaluation,0.7083333,28277
Evaluation,0.7368421,28289
Evaluation,0.6,28292
Evaluation,0.5294118,28324
Evaluation,0.7058824,28329
Evaluation,0.95238096,28333
Evaluation,1.0,28341
Evaluation,0.64705884,28351
Evaluation,0.57894737,28353
Evaluation,0.7619048,28355
Evaluation,0.34375,28371
Evaluation,0.625,28377
Evaluation,0.7,28383
Evaluation,0.65217394,28391
Evaluation,0.6818182,28399
Evaluation,0.54545456,28412
Evaluation,0.68,28416
Evaluation,0.6,28426
Evaluation,0.68,28451
Evaluation,0.5925926,28468
Evaluation,0.6363636,28472
Evaluation,0.6666667,28475
Evaluation,0.85714287,28479
Evaluation,0.64,28498
Evaluation,0.6296296,28500
Evaluation,0.5416667,28516
Evaluation,0.6818182,28535
Evaluation,0.6,28549
Evaluation,0.5,28566
Evaluation,0.61538464,28575
Evaluation,0.60714287,28576
Evaluation,0.65384614,28624
Evaluation,0.53571427,28646
Evaluation,0.5714286,28706
Evaluation,0.57894737,28722
Evaluation,0.56,28748
Evaluation,0.5769231,28798
Evaluation,0.68,28799
Evaluation,0.73913044,28833
Evaluation,0.5769231,28896
Evaluation,0.625,28898
Evaluation,0.65,28909
Evaluation,0.6666667,28919
Evaluation,0.6956522,28945
Evaluation,0.6923077,28978
Evaluation,0.6666667,28982
Evaluation,0.65217394,28986
Evaluation,0.6,29005
Evaluation,0.5769231,29010
Evaluation,0.5925926,29014
Evaluation,0.72727275,29023
Evaluation,0.625,29024
Evaluation,0.6666667,29031
Evaluation,0.5,29089
Evaluation,0.5277778,29101
Evaluation,0.73333335,29109
Evaluation,0.46666667,29111
Evaluation,0.5263158,29112
Evaluation,0.64,29115
Evaluation,0.6666667,29217
Evaluation,0.5714286,29223
Evaluation,0.53846157,29303
Evaluation,1.0,29305
Evaluation,0.7096774,29316
Evaluation,0.5555556,29324
Evaluation,0.5185185,29335
Evaluation,0.65384614,29351
Evaluation,0.7083333,29356
Evaluation,0.6,29360
Evaluation,0.64,29378
Evaluation,0.75,29400
Evaluation,0.425,29402
Evaluation,0.68,29409
Evaluation,0.625,29428
Evaluation,0.5151515,29430
Evaluation,0.6571429,29433
Evaluation,0.61538464,29435
Evaluation,1.0,29454
Evaluation,0.54545456,29457
Evaluation,0.6666667,29458
Evaluation,0.59090906,29464
Evaluation,1.0,29465
Evaluation,0.7631579,29478
Evaluation,0.53125,29481
Evaluation,0.6451613,29488
Evaluation,0.6451613,29489
Evaluation,0.5483871,29503
Evaluation,0.68,29504
Evaluation,0.59090906,29505
Evaluation,0.61904764,29547
Evaluation,0.5769231,29575
Evaluation,0.6,29579
Evaluation,0.65217394,29603
Evaluation,0.64,29626
Evaluation,0.6666667,29628
Evaluation,0.65384614,29646
Evaluation,0.68,29651
Evaluation,0.6551724,29657
Evaluation,0.64,29663
Evaluation,0.5555556,29683
Evaluation,0.6,29685
Evaluation,0.85714287,29705
Evaluation,0.8235294,29724
Evaluation,0.65384614,29750
Evaluation,0.71794873,29769
Evaluation,0.5833333,29771
Evaluation,0.6666667,29797
Evaluation,0.68,29837
Evaluation,0.65384614,29891
Evaluation,0.65384614,29896
Evaluation,0.56,29903
Evaluation,0.5925926,29935
Evaluation,0.53846157,30019
Evaluation,0.64,30084
Evaluation,0.7,30104
Evaluation,0.6666667,30110
Evaluation,0.65217394,30147
Evaluation,0.6296296,30156
Evaluation,0.7894737,30171
Evaluation,0.64285713,30199
Evaluation,0.61538464,30206
Evaluation,0.6,30237
Evaluation,0.9,30270
Evaluation,0.61538464,30277
Evaluation,0.75,30278
Evaluation,0.6,30283
Evaluation,0.5833333,30286
Evaluation,0.7368421,30306
Evaluation,0.875,30307
Evaluation,0.53846157,30314
Evaluation,0.6551724,30322
Evaluation,0.6666667,30339
Evaluation,0.5,30343
Evaluation,0.47368422,30355
Evaluation,0.64,30365
Evaluation,0.45,30379
Evaluation,0.52380955,30380
Evaluation,0.6315789,30381
Evaluation,0.4347826,30388
Evaluation,0.6,30389
Evaluation,0.5416667,30398
Evaluation,0.5925926,30400
Evaluation,0.5714286,30404
Evaluation,0.7222222,30405
Evaluation,0.5416667,30414
Evaluation,0.54545456,30415
Evaluation,1.0,30423
Evaluation,0.5,30426
Evaluation,0.34615386,30429
Evaluation,0.5,30430
Evaluation,0.41666666,30433
Evaluation,0.625,30434
Evaluation,0.375,30438
Evaluation,0.44444445,30439
Evaluation,0.5833333,30497
Evaluation,0.7241379,30498
Evaluation,0.4642857,30509
Evaluation,0.46666667,30550
Evaluation,0.4827586,30604
Evaluation,0.6,30613
Evaluation,0.5,30665
Evaluation,0.47058824,30675
Evaluation,0.3809524,30676
Evaluation,0.5882353,30678
Evaluation,0.4090909,30679
Evaluation,0.5,30683
Evaluation,0.375,30684
Evaluation,0.7,30694
Evaluation,0.6551724,30701
Evaluation,0.52380955,30741
Evaluation,0.4,30743
Evaluation,0.90625,30752
Evaluation,0.6333333,30758
Evaluation,0.6923077,30759
Evaluation,0.40625,30768
Evaluation,0.5714286,30790
Evaluation,0.5652174,30794
Evaluation,0.57575756,30822
Evaluation,0.46153846,30823
Evaluation,0.55,30835
Evaluation,0.42857143,30863
Evaluation,0.5,30875
Evaluation,0.4,30884
Evaluation,0.60714287,30914
Evaluation,1.0,30932
Evaluation,1.0,30933
Evaluation,0.55,30936
Evaluation,1.0,30940
Evaluation,1.0,30942
Evaluation,0.42857143,30946
Evaluation,0.44444445,30951
Evaluation,0.4,30953
Evaluation,0.58064514,30975
Evaluation,0.61538464,30997
Evaluation,0.71428573,31004
Evaluation,0.5,31038
Evaluation,0.5652174,31059
Evaluation,0.64285713,31077
Evaluation,0.5,31083
Evaluation,0.64285713,31099
Evaluation,0.45833334,31140
Evaluation,0.65217394,31146
Evaluation,0.5217391,31173
Evaluation,0.5652174,31185
Evaluation,0.5714286,31209
Evaluation,0.61538464,31231
Evaluation,0.47058824,31242
Evaluation,0.44444445,31244
Evaluation,0.5294118,31245
Evaluation,0.6086956,31277
Evaluation,0.625,31285
Evaluation,0.5652174,31330
Evaluation,0.56,31343
Evaluation,0.5925926,31353
Evaluation,0.5714286,31355
Evaluation,0.5833333,31363
Evaluation,0.3809524,31368
Evaluation,0.5769231,31385
Evaluation,0.64,31388
Evaluation,0.64,31390
Evaluation,0.5555556,31397
Evaluation,0.6956522,31405
Evaluation,0.6956522,31413
Evaluation,0.6086956,31452
Evaluation,0.6296296,31491
Evaluation,0.65217394,31509
Evaluation,0.5263158,31522
Evaluation,0.4347826,31543
Evaluation,0.46875,31563
Evaluation,0.5,31565
Evaluation,0.85714287,31586
Evaluation,0.73913044,31596
Evaluation,0.6296296,31615
Evaluation,0.64,31618
Evaluation,0.68,31622
Evaluation,0.6,31629
Evaluation,0.6,31639
Evaluation,0.5833333,31648
Evaluation,0.5555556,31651
Evaluation,0.6923077,31657
Evaluation,0.6111111,31670
Evaluation,0.53846157,31683
Evaluation,0.71428573,31711
Evaluation,0.65217394,31718
Evaluation,0.65217394,31729
Evaluation,0.64,31767
Evaluation,0.62068963,31884
Evaluation,0.5862069,31888
Evaluation,0.61538464,31936
Evaluation,0.5925926,31946
Evaluation,0.65384614,31975
Evaluation,0.61538464,31982
Evaluation,0.5833333,32009
Evaluation,0.5769231,32063
Evaluation,0.6818182,32131
Evaluation,0.53333336,32167
Evaluation,0.6666667,32169
Evaluation,0.73913044,32204
Evaluation,0.85714287,32215
Evaluation,0.75,32223
Evaluation,0.64,32230
Evaluation,0.75,32246
Evaluation,0.72727275,32270
Evaluation,0.54545456,32271
Evaluation,0.4,32274
Evaluation,0.34615386,32283
Evaluation,0.33333334,32291
Evaluation,0.36842105,32304
Evaluation,0.4,32308
Evaluation,0.47619048,32316
Evaluation,0.6296296,32326
Evaluation,0.61904764,32339
Evaluation,0.59090906,32357
Evaluation,0.5714286,32360
Evaluation,0.61538464,32373
Evaluation,0.6956522,32387
Evaluation,0.52,32418
Evaluation,0.5652174,32468
Evaluation,0.73913044,32470
Evaluation,0.44,32472
Evaluation,0.56,32480
Evaluation,0.64,32481
Evaluation,0.46153846,32485
Evaluation,0.68,32515
Evaluation,0.6923077,32526
Evaluation,0.52,32636
Evaluation,0.64,32662
Evaluation,0.6666667,32715
Evaluation,0.44,32752
Evaluation,0.47058824,32845
Evaluation,0.5769231,32853
Evaluation,0.5769231,32855
Evaluation,0.65384614,32864
Evaluation,0.875,32870
Evaluation,0.65384614,32874
Evaluation,0.5925926,32875
Evaluation,0.5769231,32902
Evaluation,0.5555556,32913
Evaluation,0.5,32915
Evaluation,0.5862069,32924
Evaluation,0.5925926,32954
Evaluation,0.75,33053
Evaluation,0.56666666,33077
Evaluation,0.5714286,33090
Evaluation,0.47619048,33099
Evaluation,0.5,33172
Evaluation,0.6,33187
Evaluation,0.5217391,33223
Evaluation,0.5416667,33224
Evaluation,0.5833333,33229
Evaluation,0.61538464,33234
Evaluation,0.6363636,33240
Evaluation,0.6,33261
Evaluation,0.65384614,33264
Evaluation,0.6111111,33268
Evaluation,0.64705884,33278
Evaluation,0.61538464,33291
Evaluation,0.6315789,33297
Evaluation,0.61904764,33304
Evaluation,0.6,33306
Evaluation,0.6,33310
Evaluation,0.6086956,33315
Evaluation,0.59090906,33316
Evaluation,0.5652174,33323
Evaluation,0.64,33328
Evaluation,0.68421054,33359
Evaluation,0.54545456,33422
Evaluation,0.54545456,33424
Evaluation,0.6666667,33437
Evaluation,0.6923077,33463
Evaluation,0.5714286,33467
Evaluation,0.75,33469
Evaluation,0.73913044,33481
Evaluation,0.6666667,33487
Evaluation,0.625,33502
Evaluation,0.73913044,33517
Evaluation,0.57894737,33519
Evaluation,0.59090906,33553
Evaluation,0.5263158,33556
Evaluation,0.95652175,33559
Evaluation,0.5652174,33566
Evaluation,0.5625,33571
Evaluation,0.5555556,33576
Evaluation,0.6,33607
Evaluation,0.68,33631
Evaluation,0.77272725,33654
Evaluation,0.5,33669
Evaluation,0.61538464,33678
Evaluation,0.64285713,33688
Evaluation,0.77272725,33731
Evaluation,0.6923077,33738
Evaluation,0.5769231,33831
Evaluation,0.625,33839
Evaluation,0.64,33878
Evaluation,0.3809524,33910
Evaluation,0.5555556,33939
Evaluation,0.5,34090
Evaluation,0.55172414,34094
Evaluation,0.65384614,34118
Evaluation,0.73913044,34132
Evaluation,0.76,34141
Evaluation,0.375,34148
Evaluation,0.3,34150
Evaluation,0.5625,34155
Evaluation,0.64285713,34157
Evaluation,0.53846157,34158
Evaluation,0.5,34169
Evaluation,0.6,34172
Evaluation,0.68,34195
Evaluation,0.61538464,34197
Evaluation,0.6451613,34199
Evaluation,0.61538464,34200
Evaluation,0.5555556,34234
Evaluation,0.53571427,34246
Evaluation,0.5294118,34260
Evaluation,0.54545456,34278
Evaluation,0.4642857,34311
Evaluation,0.45833334,34323
Evaluation,0.54545456,34339
Evaluation,0.6551724,34345
Evaluation,0.71428573,34347
Evaluation,0.4,34368
Evaluation,0.5,34374
Evaluation,0.68,34380
Evaluation,0.6363636,34386
Evaluation,0.4642857,34444
Evaluation,0.5714286,34474
Evaluation,0.47826087,34513
Evaluation,0.57894737,34515
Evaluation,0.6086956,34528
Evaluation,0.64,34535
Evaluation,0.6,34561
Evaluation,1.0,34562
Evaluation,0.5714286,34582
Evaluation,0.7,34587
Evaluation,0.6,34588
Evaluation,0.6,34589
Evaluation,0.6315789,34593
Evaluation,0.6666667,34611
Evaluation,0.6315789,34640
Evaluation,0.64,34661
Evaluation,0.68,34666
Evaluation,0.5,34681
Evaluation,0.52380955,34699
Evaluation,0.5,34722
Evaluation,0.52,34763
Evaluation,0.5416667,34785
Evaluation,0.5625,34787
Evaluation,0.5714286,34790
Evaluation,0.5925926,34801
Evaluation,0.5416667,34807
Evaluation,0.61764705,34814
Evaluation,0.6086956,34823
Evaluation,0.62857145,34870
Evaluation,0.8518519,34881
Evaluation,0.59090906,34910
Evaluation,0.4827586,34916
Evaluation,0.6818182,34924
Evaluation,0.625,34931
Evaluation,1.0,34945
Evaluation,1.0,34953
Evaluation,0.44444445,34957
Evaluation,0.6086956,34970
Evaluation,0.6315789,34974
Evaluation,0.77272725,34977
Evaluation,0.6315789,34982
Evaluation,0.64,34993
Evaluation,0.7058824,35004
Evaluation,0.95652175,35012
Evaluation,0.6086956,35027
Evaluation,0.59090906,35041
Evaluation,0.5714286,35058
Evaluation,0.57894737,35062
Evaluation,0.59090906,35079
Evaluation,0.5714286,35083
Evaluation,0.6896552,35086
Evaluation,0.65217394,35091
Evaluation,0.5,35133
Evaluation,0.57894737,35140
Evaluation,0.5,35165
Evaluation,0.74285716,35183
Evaluation,0.75757575,35192
Evaluation,0.67741936,35197
Evaluation,0.4848485,35215
Evaluation,0.60714287,35216
Evaluation,0.62068963,35222
Evaluation,0.516129,35227
Evaluation,0.64285713,35251
Evaluation,0.5217391,35263
Evaluation,0.61904764,35268
Evaluation,0.54545456,35276
Evaluation,0.53846157,35282
Evaluation,0.5833333,35283
Evaluation,0.5714286,35285
Evaluation,0.6363636,35320
Evaluation,0.6956522,35326
Evaluation,0.73333335,35380
Evaluation,0.55,35407
Evaluation,0.53333336,35424
Evaluation,0.52380955,35447
Evaluation,0.54545456,35450
Evaluation,0.7,35456
Evaluation,0.72727275,35468
Evaluation,0.5555556,35477
Evaluation,0.57894737,35495
Evaluation,0.6666667,35512
Evaluation,0.53846157,35520
Evaluation,0.6666667,35528
Evaluation,0.625,35538
Evaluation,0.65384614,35549
Evaluation,0.64,35557
Evaluation,0.6,35574
Evaluation,0.59090906,35601
Evaluation,0.6086956,35604
Evaluation,0.6666667,35635
Evaluation,0.6296296,35706
Evaluation,0.6,35715
Evaluation,0.625,35735
Evaluation,0.59090906,35737
Evaluation,0.65384614,35758
Evaluation,1.0,35779
Evaluation,0.59090906,35803
Evaluation,0.6296296,35819
Evaluation,0.5769231,35822
Evaluation,0.5,35837
Evaluation,0.6818182,35885
Evaluation,0.61538464,35893
Evaluation,0.6,35899
Evaluation,0.6666667,35905
Evaluation,0.71428573,35919
Evaluation,0.6086956,35920
