external_index,source_table,row_index,name,D,P,canonical_smiles,heavy_atoms,mol_wt,pred__cat_rank,pred__cat_raw,pred__lgbm_normal,pred__lgbm_rank,pred__lgbm_raw,pred__xgb_rank,pred__xgb_raw,P_pred__single_lgbm_raw,pred__vector_mu,score__cat_rank,score__cat_raw,score__lgbm_normal,score__lgbm_rank,score__lgbm_raw,score__xgb_rank,score__xgb_raw,score__vector_mu,D_score__final_eight_member,D_rank_desc,P_rank_desc,D_score__recomputed_subset
286,official_test,28,n-octanol,1.57,106.865,CCCCCCCCO,9,130.23100000000002,0.195676867568844,1.9336603803672825,-1.184974869236026,0.1760713846128239,1.8190277699573536,0.19237727,-0.9548794,101.55368602926828,0.5438106060028076,0.3463687150837989,0.4245810055865922,0.2346368715083799,0.2793296089385474,0.3743016759776536,0.3351955307262569,0.3407821229050279,0.1675977653631284,0.2544551955307262,142,39,0.2615494285714286
99,official_train,104,n-pentanol,1.49,69.211,CCCCCO,6,88.14999999999999,0.2477580872368954,2.123013168456712,-0.8537135202133697,0.2388471792062572,2.263533389282815,0.23165734,-0.69450974,66.6127329179104,0.9511674642562866,0.4860335195530726,0.5027932960893855,0.4804469273743016,0.4860335195530726,0.5363128491620112,0.4469273743016759,0.4748603351955307,0.2569832402234637,0.3772511731843575,114,98,0.3943345714285714
236,official_train,248,Pentyl 2-bromoacetate,3.902223,110.376,CCCCCOC(=O)CBr,10,209.08299999999997,0.3910596427340779,2.8665146808005826,-0.5372214521848885,0.3230987141195549,2.554905450829993,0.39843443,-0.27236527,108.11833850494294,2.156698226928711,0.6480446927374302,0.7039106145251397,0.5810055865921788,0.5810055865921788,0.6201117318435754,0.6871508379888268,0.6089385474860335,0.6201117318435754,0.6285418994413408,66,32,0.6605622857142857
78,official_train,83,butylamine,1.29,61.975,CCCCN,5,73.139,0.1438607869255994,1.5012340247717828,-1.285316155917642,0.1370430617979877,1.367248006570429,0.16517538,-1.2724968,59.21284554875391,0.422864019870758,0.1843575418994413,0.1899441340782122,0.2011173184357542,0.1899441340782122,0.1899441340782122,0.2346368715083799,0.2011173184357542,0.1396648044692737,0.1814940782122905,150,113,0.17871399999999998
110,official_train,115,tributylamine,0.49,162.542,CCCCN(CCCC)CCCC,13,185.35499999999993,0.1198589249994889,1.2248850704962964,-2.1071049802113393,0.1127194211814709,1.182083533535506,0.19096912,-1.6626197,157.143872978369,0.6248573064804077,0.1620111731843575,0.1173184357541899,0.1005586592178771,0.1396648044692737,0.1173184357541899,0.3184357541899441,0.1117318435754189,0.1955307262569832,0.2051347486033519,146,6,0.2092402857142857
97,official_train,102,n-butanol,1.58,56.883,CCCCO,5,74.12299999999999,0.2426145501685198,2.035276707288178,-0.8843953339855195,0.2298517519817726,2.115264685434288,0.2008654,-0.6468779,53.39232261187421,0.8659253716468811,0.4692737430167598,0.4636871508379888,0.4581005586592179,0.441340782122905,0.5027932960893855,0.3743016759776536,0.4860335195530726,0.2290502793296089,0.3401640223463686,123,123,0.3592505714285714
310,official_test,52,Butylbromoacetate,3.904336,98.379333,CCCCOC(=O)CBr,9,195.056,0.4376048180569588,3.07203961957103,-0.1754053954377616,0.4186992119116113,2.7670634255443174,0.462544,0.25982383,95.89439087903725,3.2378509044647217,0.7262569832402235,0.770949720670391,0.7486033519553073,0.7039106145251397,0.6983240223463687,0.7597765363128491,0.7318435754189944,0.7597765363128491,0.7457499441340782,46,44,0.7986245714285714
204,official_train,216,1-Butanethiol,1.877,68.57824909,CCCCS,5,90.191,0.2080771124517045,1.833853500574231,-0.9851673129783298,0.1895193921411183,1.749833705493051,0.20255935,-1.0116686,68.14890568521372,1.357304334640503,0.3910614525139664,0.3407821229050279,0.3575418994413408,0.3184357541899441,0.3016759776536313,0.3910614525139664,0.2849162011173184,0.3798882681564245,0.3586158659217877,120,95,0.36607085714285714
154,official_train,162,1-Propanamine,1.504,46.88921289,CCCN,4,59.11199999999999,0.1271292207067573,1.362741241958658,-1.4346461574398053,0.0953097299351201,1.2783047503714862,0.118965715,-1.3953441,45.77255480477327,0.3685073256492615,0.1731843575418994,0.1564245810055866,0.1731843575418994,0.1117318435754189,0.1564245810055866,0.1229050279329608,0.1731843575418994,0.1340782122905028,0.1325633519553072,158,141,0.12317142857142856
126,official_train,131,丙醇,1.6545,42.779,CCCO,4,60.096,0.2008350980785926,1.9566268199710737,-1.0082217013570316,0.1998293250274875,1.8589533821236572,0.15380362,-0.80252653,40.77304264965341,0.5464687347412109,0.3687150837988827,0.4301675977653631,0.3351955307262569,0.3519553072625698,0.3966480446927374,0.2122905027932961,0.4189944134078212,0.1731843575418994,0.2494393296089385,143,156,0.2618265714285714
